internalTaxonId,scientificName,name,language,main
22697346,Botaurus stellaris,Butor étoilé,French,false
22697346,Botaurus stellaris,Eurasian Bittern,English,true
62774969,Egretta garzetta,Little Egret,English,true
22693727,Pluvialis apricaria,Eurasian Golden-Plover,English,false
22693727,Pluvialis apricaria,European Golden Plover,English,false
22693727,Pluvialis apricaria,European Golden-Plover,English,false
22693727,Pluvialis apricaria,Golden Plover,English,false
22693727,Pluvialis apricaria,Pluvier doré,French,false
22693727,Pluvialis apricaria,Eurasian Golden Plover,English,true
22693906,Eudromias morinellus,Dotterel,English,false
22693906,Eudromias morinellus,Pluvier guignard,French,false
22693906,Eudromias morinellus,Eurasian Dotterel,English,true
22693983,Vanellus spinosus,Spur-winged Plover,English,false
22693983,Vanellus spinosus,Vanneau éperonné,French,false
22693983,Vanellus spinosus,Spur-winged Lapwing,English,true
22693178,Numenius phaeopus,Courlis corlieu,French,false
22693178,Numenius phaeopus, كروان الغيط الصغير,Arabic,false
22693178,Numenius phaeopus,Whimbrel,English,true
22693468,Calidris pugnax,Chevalier combattant,French,false
22693468,Calidris pugnax, النفاش المشاكس,Arabic,false
22693468,Calidris pugnax,Ruff,English,true
22693369,Calidris alba,Bécasseau sanderling,French,false
22693369,Calidris alba,المدروان,Arabic,false
22693369,Calidris alba,Sanderling,English,true
22693085,Gallinago stenura,Pin-tailed Snipe,English,false
22693085,Gallinago stenura,Bécassine à queue pointue,French,false
22693085,Gallinago stenura,Pintail Snipe,English,true
22693133,Lymnocryptes minimus,Bécassine sourde,French,false
22693133,Lymnocryptes minimus,Jack Snipe,English,true
22693264,Actitis hypoleucos,Chevalier guignette,French,false
22693264,Actitis hypoleucos,طيطوى الرمل الشائعة,Arabic,false
22693264,Actitis hypoleucos,Common Sandpiper,English,true
22693243,Tringa ochropus,Chevalier cul-blanc,French,false
22693243,Tringa ochropus,Green Sandpiper,English,true
22693207,Tringa erythropus,Chevalier arlequin,French,false
22693207,Tringa erythropus,Spotted Redshank,English,true
22693220,Tringa nebularia,Greenshank,English,false
22693220,Tringa nebularia,Chevalier aboyeur,French,false
22693220,Tringa nebularia,الطيطوى خضراء الساق,Arabic,false
22693220,Tringa nebularia,Common Greenshank,English,true
22693211,Tringa totanus,Redshank,English,false
22693211,Tringa totanus,Chevalier gambette,French,false
22693211,Tringa totanus,الطيطوى حمراء الساق,Arabic,false
22693211,Tringa totanus,Common Redshank,English,true
22693247,Tringa glareola,Chevalier sylvain,French,false
22693247,Tringa glareola,Wood Sandpiper,English,true
22693216,Tringa stagnatilis,Chevalier stagnatile,French,false
22693216,Tringa stagnatilis,Marsh Sandpiper,English,true
22694782,Chlidonias leucopterus,White-winged Black Tern,English,false
22694782,Chlidonias leucopterus,Guifette leucoptère,French,false
22694782,Chlidonias leucopterus,White-winged Tern,English,true
22689194,Glaucidium passerinum,Eurasian Pygmy Owl,English,false
22689194,Glaucidium passerinum,Eurasian Pygmy-Owl,English,false
22689194,Glaucidium passerinum,Pygmy Owl,English,false
22689194,Glaucidium passerinum,Eurasian Pygmy-owl,English,true
22725469,Strix aluco,Tawny Owl,English,true
22726503,Picus canus,Grey-headed woodpecker,English,false
22726503,Picus canus,Grey-headed Woodpecker,English,false
22726503,Picus canus,Grey-faced Woodpecker,English,true
22725022,Picus viridis,European Green Woodpecker,English,false
22725022,Picus viridis,Green Woodpecker,English,false
22725022,Picus viridis,Eurasian Green Woodpecker,English,true
22681382,Dryocopus martius,Black woodpecker,English,false
22681382,Dryocopus martius,Black Woodpecker,English,true
22727137,Picoides tridactylus,Three-toed Woodpecker,English,true
22681127,Dendrocopos syriacus,Syrian Woodpecker,English,true
22681124,Dendrocopos major,Great Spotted Woodpecker,English,true
22679460,Lagopus lagopus,Red Grouse,English,false
22679460,Lagopus lagopus,Willow Grouse,English,true
22686856,Apus affinis,House Swift,English,false
22686856,Apus affinis,Martinet des maisons,French,false
22686856,Apus affinis,Little Swift,English,true
22694013,Vanellus indicus,Red-wattled Plover,English,false
22694013,Vanellus indicus, الزقزاق الهندي,Arabic,false
22694013,Vanellus indicus,Red-wattled Lapwing,English,true
22683027,Alcedo atthis,European Kingfisher,English,false
22683027,Alcedo atthis,Kingfisher,English,false
22683027,Alcedo atthis,Martin-pêcheur d'Europe,French,false
22683027,Alcedo atthis,رفراف شائع,Arabic,false
22683027,Alcedo atthis,Common Kingfisher,English,true
22679862,Cygnus columbianus,Bewick's Swan,English,false
22679862,Cygnus columbianus,Tundra Swan,English,true
22692907,Fulica cristata,Crested Coot,English,false
22692907,Fulica cristata,Red-Knobbed Coot,English,false
22692907,Fulica cristata,Foulque à crête,French,false
22692907,Fulica cristata,Red-knobbed Coot,English,true
22680500,Turnix sylvaticus,Andalusian Hemipode,English,false
22680500,Turnix sylvaticus,Kurrichane Buttonquail,English,false
22680500,Turnix sylvaticus,Turnix d'Andalousie,French,false
22680500,Turnix sylvaticus,Common Buttonquail,English,true
22689012,Ketupa zeylonensis,Brown Fish Owl,English,false
22689012,Ketupa zeylonensis,Brown Fish-owl,English,true
22728245,Chlamydotis undulata,African Houbara Bustard,English,false
22728245,Chlamydotis undulata,African Houbara,English,true
22678111,Casuarius bennetti,Dwarf Cassowary,English,true
22678157,Nothocercus julius,Tawny-breasted Tinamou,English,true
22678163,Crypturellus berlepschi,Berlepsch's Tinamou,English,true
22678166,Crypturellus cinereus,Cinereous Tinamou,English,true
22678176,Crypturellus obsoletus,Brown Tinamou,English,true
22678182,Crypturellus undulatus,Undulated Tinamou,English,true
22678188,Crypturellus strigulosus,Brazilian Tinamou,English,true
22678194,Crypturellus kerriae,Chocó Tinamou,English,false
22678194,Crypturellus kerriae,Choco Tinamou,English,true
22678217,Crypturellus noctivagus,Yellow-legged Tinamou,English,true
22678223,Crypturellus variegatus,Variegated Tinamou,English,true
22678226,Crypturellus brevirostris,Rusty Tinamou,English,true
22678229,Crypturellus bartletti,Bartlett's Tinamou,English,true
22678254,Nothoprocta ornata,Ornate Tinamou,English,true
22678259,Nothoprocta pentlandii,Andean Tinamou,English,true
22678262,Nothoprocta cinerascens,Brushland Tinamou,English,true
22678268,Nothoprocta curvirostris,Curve-billed Tinamou,English,true
22678271,Nothura darwinii,Darwin's Nothura,English,true
22678283,Nothura boraquira,White-bellied Nothura,English,true
22678289,Eudromia elegans,Elegant Crested Tinamou,English,false
22678289,Eudromia elegans,Elegant Crested-Tinamou,English,false
22678289,Eudromia elegans,Elegant Crested Tinamou,English,true
22678294,Eudromia formosa,Quebracho Crested Tinamou,English,false
22678294,Eudromia formosa,Quebracho Crested-Tinamou,English,false
22678294,Eudromia formosa,Quebracho Crested Tinamou,English,true
22678299,Tinamotis pentlandii,Puna Tinamou,English,true
22678302,Tinamotis ingoufi,Patagonian Tinamou,English,true
22678312,Ortalis garrula,Chestnut-winged Chachalaca,English,true
22678315,Ortalis ruficauda,Rufous-vented Chachalaca,English,true
22678328,Ortalis canicollis,Chaco Chachalaca,English,true
22678342,Ortalis motmot,Variable Chachalaca,English,false
22678342,Ortalis motmot,Little Chachalaca,English,true
22678348,Ortalis superciliaris,Chachacalaca Cejuda,Spanish; Castilian,false
22678348,Ortalis superciliaris,Buff-browed Chachalaca,English,true
22678354,Penelope argyrotis,Band-tailed Guan,English,true
22678364,Penelope montagnii,Andean Guan,English,true
22678367,Penelope marail,Marail Guan,English,true
22678373,Penelope dabbenei,Red-faced Guan,English,true
22678386,Penelope jacquacu,Spix's Guan,English,true
22678389,Penelope obscura,Dusky-legged Guan,English,true
22678398,Penelope jacucaca,White-browed Guan,English,true
22678440,Aburria aburri,Wattled Guan,English,true
22678446,Chamaepetes goudotii,Sickle-winged Guan,English,true
22678461,Nothocrax urumutum,Nocturnal Curassow,English,true
22678464,Mitu tomentosum,Crestless Curassow,English,true
22678472,Mitu salvini,Salvin's Currasow,English,false
22678472,Mitu salvini,Salvin's Curassow,English,true
22678497,Pauxi pauxi,Northern Helmeted Curassow,English,false
22678497,Pauxi pauxi,Paují Copete de Piedra,Spanish; Castilian,false
22678497,Pauxi pauxi,Paují de Yelmo,Spanish; Castilian,false
22678497,Pauxi pauxi,Helmeted Curassow,English,true
22678537,Crax globulosa,Pavón Carunculado,Spanish; Castilian,false
22678537,Crax globulosa,Wattled Curassow,English,true
22678544,Crax blumenbachii,Mutum,English,false
22678544,Crax blumenbachii,Red-knobbed Curassow,English,false
22678544,Crax blumenbachii,Muitú Mamaco,Spanish; Castilian,false
22678544,Crax blumenbachii,Pavón Piquirrojo,Spanish; Castilian,false
22678544,Crax blumenbachii,Red-billed Curassow,English,true
22678555,Aepypodius arfakianus,Wattled Brushturkey,English,false
22678555,Aepypodius arfakianus,Wattled Brush-turkey,English,true
22678568,Talegalla fuscirostris,Black-billed Brushturkey,English,false
22678568,Talegalla fuscirostris,Black-billed Brush-turkey,English,true
22678572,Talegalla jobiensis,Collared Brushturkey,English,false
22678572,Talegalla jobiensis,Collared Brush-turkey,English,true
22678607,Megapodius decollatus,New Guinea Scrubfowl,English,false
22678607,Megapodius decollatus,New Guinea Scrubfowl,English,true
22678615,Megapodius layardi,New Hebrides Scrubfowl,English,false
22678615,Megapodius layardi,Vanuatu Scrubfowl,English,false
22678615,Megapodius layardi,Vanuatu Scrubfowl,English,true
22678649,Lerwa lerwa,Snow Partridge,English,true
22678657,Ammoperdix heyi,Perdrix de Hey,French,false
22678657,Ammoperdix heyi, حجل فلسطيني(السفرد),Arabic,false
22678657,Ammoperdix heyi,Sand Partridge,English,true
22678667,Tetraogallus tibetanus,Tibetan Snowcock,English,true
22678670,Tetraogallus altaicus,Altai Snowcock,English,true
22678676,Tetraophasis obscurus,Verreaux's Monal-Partridge,English,false
22678676,Tetraophasis obscurus,Chestnut-throated Partridge,English,true
22678680,Tetraophasis szechenyii,Szechenyi's Monal-Partridge,English,false
22678680,Tetraophasis szechenyii,Buff-throated Partridge,English,true
22678698,Alectoris philbyi,Philby's Rock Partridge,English,false
22678698,Alectoris philbyi,Perdrix de Philby,French,false
22678698,Alectoris philbyi,Philby's Partridge,English,true
22678703,Alectoris magna,Przevalski's Partridge,English,false
22678703,Alectoris magna,Przevalski's Partridge,English,true
22678714,Alectoris melanocephala,Arabian Red-legged Partridge,English,false
22678714,Alectoris melanocephala,Perdrix à tête noire,French,false
22678714,Alectoris melanocephala,Arabian Partridge,English,true
22678722,Francolinus pictus,Painted Francolin,English,true
22678725,Francolinus pintadeanus,Chinese Francolin,English,true
22678733,Ortygornis gularis,Swamp Francolin,English,true
22678740,Campocolinus albogularis,Francolin à gorge blanche,French,false
22678740,Campocolinus albogularis,White-throated Francolin,English,true
22678744,Campocolinus schlegelii,Francolin de Schlegel,French,false
22678744,Campocolinus schlegelii,Schlegel's Francolin,English,true
22678748,Peliperdix lathami,Francolin de Latham,French,false
22678748,Peliperdix lathami,Forest Francolin,English,true
22678752,Ortygornis sephaena,Francolin huppé,French,false
22678752,Ortygornis sephaena,Crested Francolin,English,true
22678756,Scleroptila streptophora,Francolin à collier,French,false
22678756,Scleroptila streptophora,Ring-necked Francolin,English,true
22678760,Scleroptila finschi,Francolin de Finsch,French,false
22678760,Scleroptila finschi,Finsch's Francolin,English,true
22678764,Scleroptila afra,Grey-wing Francolin,English,false
22678764,Scleroptila afra,Francolin à ailes grises,French,false
22678764,Scleroptila afra,Grey-winged Francolin,English,true
22678769,Scleroptila levaillantii,Francolin de Levaillant,French,false
22678769,Scleroptila levaillantii,Red-winged Francolin,English,true
22678790,Scleroptila gutturalis,Orangeriver Francolin,English,false
22678790,Scleroptila gutturalis,Francolin d'Archer,French,false
22678790,Scleroptila gutturalis,Orange River Francolin,English,true
22678799,Pternistis hartlaubi,Francolin de Hartlaub,French,false
22678799,Pternistis hartlaubi,Hartlaub's Francolin,English,true
22678803,Pternistis bicalcaratus,Francolin à double éperon,French,false
22678803,Pternistis bicalcaratus,Double-spurred Francolin,English,true
22678807,Pternistis clappertoni,Francolin de Clapperton,French,false
22678807,Pternistis clappertoni,Clapperton's Francolin,English,true
22678811,Pternistis icterorhynchus,Francolin à bec jaune,French,false
22678811,Pternistis icterorhynchus,Heuglin's Francolin,English,true
22678819,Pternistis adspersus,Francolin à bec rouge,French,false
22678819,Pternistis adspersus,Red-billed Francolin,English,true
22678831,Pternistis natalensis,Francolin du Natal,French,false
22678831,Pternistis natalensis,Natal Francolin,English,true
22678835,Pternistis ahantensis,Francolin d'Ahanta,French,false
22678835,Pternistis ahantensis,Ahanta Francolin,English,true
22678839,Pternistis squamatus,Francolin écailleux,French,false
22678839,Pternistis squamatus,Scaly Francolin,English,true
22678843,Pternistis griseostriatus,Francolin à bandes grises,French,false
22678843,Pternistis griseostriatus,Grey-striped Francolin,English,true
22678847,Pternistis leucoscepus,Francolin à cou jaune,French,false
22678847,Pternistis leucoscepus,Yellow-necked Francolin,English,true
22678851,Pternistis rufopictus,Francolin à poitrine grise,French,false
22678851,Pternistis rufopictus,Grey-breasted Francolin,English,true
22678860,Pternistis swainsonii,Swainson's Francolin,English,false
22678860,Pternistis swainsonii,Francolin de Swainson,French,false
22678860,Pternistis swainsonii,Swainson's Francolin,English,true
22678896,Pternistis swierstrai,Francolin de Swierstra,French,false
22678896,Pternistis swierstrai,Francolin de Swierstra,Spanish; Castilian,false
22678896,Pternistis swierstrai,Swierstra's Francolin,English,true
22678916,Perdix dauurica,Daurian Partridge,English,true
22678919,Perdix hodgsoniae,Tibetan Partridge,English,true
22678952,Coturnix pectoralis,Stubble Quail,English,true
22678955,Coturnix novaezelandiae,New Zealand Quail,English,true
22678958,Coturnix coromandelica,Rain Quail,English,true
22678961,Coturnix delegorguei,Caille arlequin,French,false
22678961,Coturnix delegorguei,Harlequin Quail,English,true
22678965,Synoicus ypsilophorus,Brown Quail,English,true
22678971,Synoicus adansonii,Blue Quail,English,false
22678971,Synoicus adansonii,African Blue Quail,English,true
22678979,Synoicus chinensis,Blue-breasted Quail,English,false
22678979,Synoicus chinensis,Blue Quail,English,false
22678979,Synoicus chinensis,King Quail,English,false
22678979,Synoicus chinensis,Caille bleue,French,false
22678979,Synoicus chinensis,Asian Blue Quail,English,true
22678993,Anurophasis monorthonyx,Snow Mountains Quail,English,false
22678993,Anurophasis monorthonyx,Snow Mountain Quail,English,true
22679002,Perdicula argoondah,Rock Bush Quail,English,false
22679002,Perdicula argoondah,Rock Bush-Quail,English,false
22679002,Perdicula argoondah,Rock Bush-quail,English,true
22679007,Perdicula erythrorhyncha,Painted Bush Quail,English,false
22679007,Perdicula erythrorhyncha,Painted Bush-Quail,English,false
22679007,Perdicula erythrorhyncha,Painted Bush-quail,English,true
22679020,Arborophila rufogularis,Rufous-throated Partridge,English,true
22679023,Arborophila atrogularis,White-cheeked Partridge,English,true
22679026,Arborophila crudigularis,Taiwan Partridge,English,true
22679032,Arborophila brunneopectus,Bar-backed Partridge,English,true
22679035,Arborophila rufipectus,Sichuan Partridge,English,true
22679044,Arborophila javanica,Chestnut-bellied Partridge,English,true
22679047,Arborophila hyperythra,Bornean Partridge,English,true
22679050,Arborophila gingica,Rickett's Hill-partridge,English,false
22679050,Arborophila gingica,Collared Partridge,English,true
22679057,Arborophila cambodiana,Chestnut-headed Partridge,English,true
22679063,Arborophila ardens,Hainan Hill-partridge,English,false
22679063,Arborophila ardens,White-eared Hill-partridge,English,false
22679063,Arborophila ardens,White-eared Partridge,English,false
22679063,Arborophila ardens,Hainan Partridge,English,true
22679094,Caloperdix oculeus,Perdicilla Herrumbrosa,Spanish; Castilian,false
22679094,Caloperdix oculeus,Ferruginous Partridge,English,true
22679103,Haematortyx sanguiniceps,Crimson-headed Partridge,English,true
22679110,Ptilopachus petrosus,Poule de roche,French,false
22679110,Ptilopachus petrosus,Stone Partridge,English,true
22679114,Bambusicola fytchii,Mountain Bamboo Partridge,English,false
22679114,Bambusicola fytchii,Mountain Bamboo-Partridge,English,false
22679114,Bambusicola fytchii,Mountain Bamboo-partridge,English,true
22679131,Galloperdix spadicea,Red Spurfowl,English,true
22679134,Galloperdix lunulata,Painted Spurfowl,English,true
22679137,Galloperdix bicalcarata,Ceylon Spurfowl,English,false
22679137,Galloperdix bicalcarata,Sri Lanka Spurfowl,English,true
22679144,Ithaginis cruentus,Blood Pheasant,English,true
22679157,Tragopan satyra,Crimson Horned-pheasant,English,false
22679157,Tragopan satyra,Indian Tragopan,English,false
22679157,Tragopan satyra,Tragopán Sátiro,Spanish; Castilian,false
22679157,Tragopan satyra,Satyr Tragopan,English,true
22679169,Tragopan temminckii,Temminck's Tragopan,English,true
22679179,Pucrasia macrolopha,Koklass Pheasant,English,true
22679182,Lophophorus impejanus,Himalayan Monal,English,true
22679185,Lophophorus sclateri,Crestless Monal,English,false
22679185,Lophophorus sclateri,Faisán Monal de Sclater,Spanish; Castilian,false
22679185,Lophophorus sclateri,Lofóforo de Sclater,Spanish; Castilian,false
22679185,Lophophorus sclateri,Monal Coliblanco,Spanish; Castilian,false
22679185,Lophophorus sclateri,Sclater's Monal,English,true
22679199,Gallus gallus,Red Junglefowl,English,true
22679203,Gallus sonneratii,Sonnerat's Junglefowl,English,false
22679203,Gallus sonneratii,Gallo de Sonnerat,Spanish; Castilian,false
22679203,Gallus sonneratii,Gallo Gris,Spanish; Castilian,false
22679203,Gallus sonneratii,Grey Junglefowl,English,true
22679209,Gallus lafayettii,Ceylon Junglefowl,English,false
22679209,Gallus lafayettii,Sri Lanka Junglefowl,English,true
22679217,Lophura leucomelanos,Kalij Pheasant,English,true
22679220,Lophura nycthemera,Silver Pheasant,English,true
22679274,Lophura diardi,Diard's Fireback,English,false
22679274,Lophura diardi,Siamese Fireback,English,true
22679292,Crossoptilon crossoptilon,White Eared Pheasant,English,false
22679292,Crossoptilon crossoptilon,White Eared-Pheasant,English,false
22679292,Crossoptilon crossoptilon,Faisán Orejudo Blanco,Spanish; Castilian,false
22679292,Crossoptilon crossoptilon,Faisán Orejudo Tibetano,Spanish; Castilian,false
22679292,Crossoptilon crossoptilon,White Eared-pheasant,English,true
22679299,Crossoptilon mantchuricum,Brown Eared Pheasant,English,false
22679299,Crossoptilon mantchuricum,Brown Eared-Pheasant,English,false
22679299,Crossoptilon mantchuricum,Manchurian Eared-pheasant,English,false
22679299,Crossoptilon mantchuricum,Faisán Orejudo de Manchuria,Spanish; Castilian,false
22679299,Crossoptilon mantchuricum,Faisán Orejudo Pardo,Spanish; Castilian,false
22679299,Crossoptilon mantchuricum,Brown Eared-pheasant,English,true
22679307,Crossoptilon auritum,Blue Eared Pheasant,English,false
22679307,Crossoptilon auritum,Blue Eared-Pheasant,English,false
22679307,Crossoptilon auritum,Blue Eared-pheasant,English,true
22679325,Syrmaticus ellioti,Chinese Barred-backed Pheasant,English,false
22679325,Syrmaticus ellioti,Faisán de Elliot,Spanish; Castilian,false
22679325,Syrmaticus ellioti,Elliot's Pheasant,English,true
22679330,Syrmaticus humiae,Hume's Bar-tailed Pheasant,English,false
22679330,Syrmaticus humiae,Mrs. Hume's Pheasant,English,false
22679330,Syrmaticus humiae,Faisán de Hume,Spanish; Castilian,false
22679330,Syrmaticus humiae,Mrs Hume's Pheasant,English,true
22679336,Syrmaticus mikado,Faisán Mikado,Spanish; Castilian,false
22679336,Syrmaticus mikado,Mikado Pheasant,English,true
22679340,Syrmaticus soemmerringii,Copper Pheasant,English,true
22679361,Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,English,false
22679361,Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,English,true
22679365,Polyplectron inopinatum,Mountain Peacock-Pheasant,English,false
22679365,Polyplectron inopinatum,Rothschild's Peacock-pheasant,English,false
22679365,Polyplectron inopinatum,Espolonero de Rothschild,Spanish; Castilian,false
22679365,Polyplectron inopinatum,Faisán de Cola Ocelada Indómito,Spanish; Castilian,false
22679365,Polyplectron inopinatum,Mountain Peacock-pheasant,English,true
22679372,Polyplectron germaini,Germain's Peacock-Pheasant,English,false
22679372,Polyplectron germaini,Espolonero de Germain,Spanish; Castilian,false
22679372,Polyplectron germaini,Faisán de Cola Ocelada de Germain,Spanish; Castilian,false
22679372,Polyplectron germaini,Faisán Real de Germain,Spanish; Castilian,false
22679372,Polyplectron germaini,Germain's Peacock-pheasant,English,true
22679435,Pavo cristatus,Common Peafowl,English,false
22679435,Pavo cristatus,Peafowl,English,false
22679435,Pavo cristatus,Indian Peafowl,English,true
22679483,Lyrurus mlokosiewiczi,Caucasian Black Grouse,English,false
22679483,Lyrurus mlokosiewiczi,Caucasian Grouse,English,true
22679491,Tetrao urogalloides,Black-billed Capercaillie,English,true
22679503,Centrocercus urophasianus,Greater Sage Grouse,English,false
22679503,Centrocercus urophasianus,Greater Sage-Grouse,English,false
22679503,Centrocercus urophasianus,Sage Grouse,English,false
22679503,Centrocercus urophasianus,Sage Grouse,English,true
22679572,Acryllium vulturinum,Pintade vulturine,French,false
22679572,Acryllium vulturinum,Vulturine Guineafowl,English,true
22679635,Odontophorus capueira,Spot-winged Wood Quail,English,false
22679635,Odontophorus capueira,Spot-winged Wood-Quail,English,false
22679635,Odontophorus capueira,Spot-winged Wood-quail,English,true
22679645,Odontophorus erythrops,Rufous-fronted Wood Quail,English,false
22679645,Odontophorus erythrops,Rufous-fronted Wood-Quail,English,false
22679645,Odontophorus erythrops,Rufous-fronted Wood-quail,English,true
22679650,Odontophorus atrifrons,Black-fronted Wood Quail,English,false
22679650,Odontophorus atrifrons,Black-fronted Wood-Quail,English,false
22679650,Odontophorus atrifrons,Black-fronted Wood-quail,English,true
22679663,Odontophorus melanonotus,Dark-backed Wood Quail,English,false
22679663,Odontophorus melanonotus,Dark-backed Wood-Quail,English,false
22679663,Odontophorus melanonotus,Dark-backed Wood-quail,English,true
22679683,Odontophorus columbianus,Venezuelan Wood Quail,English,false
22679683,Odontophorus columbianus,Venezuelan Wood-Quail,English,false
22679683,Odontophorus columbianus,Venezuelan Wood-quail,English,true
22679693,Odontophorus balliviani,Stripe-faced Wood Quail,English,false
22679693,Odontophorus balliviani,Stripe-faced Wood-Quail,English,false
22679693,Odontophorus balliviani,Stripe-faced Wood-quail,English,true
22679698,Odontophorus stellatus,Starred Wood Quail,English,false
22679698,Odontophorus stellatus,Starred Wood-Quail,English,false
22679698,Odontophorus stellatus,Starred Wood-quail,English,true
22679723,Anhima cornuta,Horned Screamer,English,true
22679726,Chauna chavaria,Northern Screamer,English,true
22679729,Chauna torquata,Southern Screamer,English,true
22679732,Anseranas semipalmata,Magpie Goose,English,true
22679746,Dendrocygna bicolor,Fulvous Duck,English,false
22679746,Dendrocygna bicolor,Fulvous Whistling Duck,English,false
22679746,Dendrocygna bicolor,Fulvous Whistling-Duck,English,false
22679746,Dendrocygna bicolor,Dendrocygne fauve,French,false
22679746,Dendrocygna bicolor,Fulvous Whistling-duck,English,true
22679758,Dendrocygna javanica,Lesser Whistling Duck,English,false
22679758,Dendrocygna javanica,Lesser Whistling-Duck,English,false
22679758,Dendrocygna javanica,Lesser Whistling-duck,English,true
22679763,Dendrocygna viduata,White-faced Duck,English,false
22679763,Dendrocygna viduata,White-faced Whistling Duck,English,false
22679763,Dendrocygna viduata,White-faced Whistling-Duck,English,false
22679763,Dendrocygna viduata,Dendrocygne veuf,French,false
22679763,Dendrocygna viduata,White-faced Whistling-duck,English,true
22679785,Thalassornis leuconotus,Canard à dos blanc,French,false
22679785,Thalassornis leuconotus,White-backed Duck,English,true
22679830,Biziura lobata,Musk Duck,English,true
22679833,Heteronetta atricapilla,Black-headed Duck,English,true
22679836,Stictonetta naevosa,Freckled Duck,English,true
22679846,Cygnus melancoryphus,Black-necked Swan,English,true
22679866,Coscoroba coscoroba,Coscoroba Swan,English,true
22679869,Anser cygnoid,Swan Goose,English,true
22679919,Anser canagicus,Ansar Emperador,Spanish; Castilian,false
22679919,Anser canagicus,Emperor Goose,English,true
22679972,Chloephaga melanoptera,Andean Goose,English,true
22679975,Chloephaga picta,Upland Goose,English,true
22679978,Chloephaga hybrida,Kelp Goose,English,true
22679981,Chloephaga poliocephala,Ashy-headed Goose,English,true
22679984,Chloephaga rubidiceps,Ruddy-headed Goose,English,true
22679987,Neochen jubata,Orinoco Goose,English,true
22680007,Tadorna cana,Tadorne à tête grise,French,false
22680007,Tadorna cana,South African Shelduck,English,true
22680011,Tadorna tadornoides,Chestnut-breasted Shelduck,English,false
22680011,Tadorna tadornoides,Australian Shelduck,English,true
22680015,Tadorna variegata,Paradise Shelduck,English,true
22680029,Radjah radjah,Raja Shelduck,English,false
22680029,Radjah radjah,Radjah Shelduck,English,true
22680057,Plectropterus gambensis,Oie-armée de Gambie,French,false
22680057,Plectropterus gambensis,Spur-winged Goose,English,true
22680070,Pteronetta hartlaubii,Canard de Hartlaub,French,false
22680070,Pteronetta hartlaubii,Pato de Hartlaub,Spanish; Castilian,false
