assessmentId,scientificName,internalTaxonId,AOO.range,EOO.range,DepthLower.limit,DepthUpper.limit,Congregatory.value,NoThreats.noThreats,ElevationLower.limit,ElevationUpper.limit,PopulationSize.range,ThreatsUnknown.value,LocationsNumber.range,GenerationLength.range,MovementPatterns.pattern,SubpopulationNumber.range,AreaRestricted.isRestricted,CropWildRelative.isRelative,YearOfPopulationEstimate.value,InPlaceEducationControlled.value,SevereFragmentation.isFragmented,InPlaceResearchRecoveryPlan.value,InPlaceLandWaterProtectionInPA.value,InPlaceSpeciesManagementExSitu.value,InPlaceResearchMonitoringScheme.value,InPlaceEducationSubjectToPrograms.value,InPlaceSpeciesManagementHarvestPlan.value,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceEducationInternationalLegislation.value,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceLandWaterProtectionPercentProtected.value
93990100,Peneothello sigillata,22704886,,315000,,,,,2400,3900,U,,,5.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93990576,Peneothello bimaculata,22704900,,633000,,,,,300,1700,U,,,5.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93990735,Pachycephalopsis hattamensis,22704917,,271000,,,,,,,U,,,5.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93990892,Pachycephalopsis poliosoma,22704920,,548000,,,,,,,U,,,5.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93991228,Drymodes brunneopygia,22704928,,2660000,,,,,,,U,,,3.6,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
93991401,Irena puella,103775156,,12100000,,,,,,,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93991677,Irena cyanogastra,22704936,,655000,,,,,,1500,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93991970,Chloropsis flavipennis,22704944,,257000,,,,,,1000,600-1700,,2-5,4.2,Not a Migrant,2-100,No,,1999,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93992920,Chloropsis hardwickii,103775266,,4110000,,,,,500,2000,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93993582,Garritornis isidorei,22704980,,1210000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93993745,Pomatostomus temporalis,22704983,,8510000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
93993946,Pomatostomus superciliosus,22704986,,5930000,,,,,,,U,,,7,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
93994133,Pomatostomus halli,22704989,,600000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93994300,Pomatostomus ruficeps,22704992,,1300000,,,,,,,U,,,6.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93994458,Lanius tigrinus,22704995,,4670000,,,,,,1200,U,,,3.9,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93995010,Lanius isabellinus,103718693,,4880000,,,,,,3000,U,,,3.9,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93995637,Lanius cristatus,22705011,,23500000,,,,,,1800,U,,,3.9,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93996066,Lanius collurioides,22705014,,2700000,,,,,,2500,U,,,3.9,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93997036,Lanius schach,22705029,,28800000,,,,,,4300,U,,,3.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93997492,Lanius tephronotus,22705032,,2960000,,,,,2200,4500,U,,,3.9,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93998234,Lanius sphenocercus,103718766,,3460000,,,,,,5200,U,,,3.9,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93998489,Lanius excubitoroides,22705053,,5310000,,,,,1000,1900,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93998746,Lanius cabanisi,22705057,,1110000,,,,,,1600,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93998928,Lanius dorsalis,22705061,,1880000,,,,,,1500,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93999126,Lanius somalicus,22705066,,1710000,,,,,,2000,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93999317,Lanius mackinnoni,22705070,,3430000,,,,,,3200,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93999564,Lanius collaris,22730635,,22400000,,,,,500,3350,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94000483,Lanius corvinus,22705103,,7200000,,,,,500,2200,U,,,4.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94000790,Lanius melanoleucus,22705107,,4870000,,,,,,1800,U,,,4.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94001014,Eurocephalus ruppelli,22705114,,3060000,,,,,,1600,U,,,4.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94001215,Eurocephalus anguitimens,22705119,,2680000,,,,,,,U,,,4.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94002446,Vireolanius leucotis,103693756,,6560000,,,,,,2100,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94006234,Vireo nanus,22705219,,69200,,,,,,1200,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94006392,Vireo latimeri,22705222,,7900,,,,,,900,U,,,4.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94008980,Vireo gracilirostris,22705251,,22,,,,,,60,670,,,4.2,Not a Migrant,,No,,2003,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94011211,Pachysylvia muscicapina,22705297,,4370000,,,,,,1100,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94013243,Psophodes olivaceus,22705327,,1590000,,,,,,,U,,,6.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94013438,Psophodes nigrogularis,22705330,1800,518000,,,,,,,13500,,,6.4,Not a Migrant,4,No,,2000,No,No,Yes,Yes,No,No,No,,,No,No,"Yes, over entire range",
94013671,Psophodes occidentalis,22705336,,3120000,,,,,,,U,,,6.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94014163,Cinclosoma castanotum,22705345,,4290000,,,,,,,U,,,4,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
94014473,Cinclosoma cinnamomeum,103693226,,918000,,,,,,,U,,,4,Not a Migrant,,No,,,No,No,Yes,Yes,No,No,No,,,No,No,"Yes, over entire range",
94014644,Cinclosoma ajax,22705363,,549000,,,,,,800,U,,,4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94015122,Ptilorrhoa castanonota,22705372,,878000,,,,,,,U,,,3.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94015555,Ifrita kowaldi,22705379,,388000,,,,,1460,3680,U,,,4.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94015903,Struthidea cinerea,22705385,,3950000,,,,,,,U,,,3.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94016098,Daphoenositta chrysoptera,103691540,,9170000,,,,,,,U,,,4.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94016287,Daphoenositta miranda,22705391,,307000,,,,,2000,3700,U,,,4.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94016920,Mohoua novaeseelandiae,22705400,,213000,,,,,,,U,,,7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94017259,Oreoica gutturalis,22705408,,6910000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
94017602,Pachycare flavogriseum,22705414,,690000,,,,,400,1800,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94017773,Hylocitrea bonensis,103867190,,218000,,,,,1200,3500,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94017933,Coracornis raveni,22705425,,119000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94018256,Pachycephala olivacea,22705431,,910000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
94018781,Pachycephala inornata,22705437,,2820000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94018952,Pachycephala cinerea,22705440,,7600000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94019356,Pachycephala homeyeri,22705446,,653000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94019836,Pachycephala modesta,22705460,,221000,,,,,1130,3600,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94020147,Pachycephala sulfuriventer,22705466,,267000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94020457,Pachycephala meyeri,22705473,,17700,,,,,970,1450,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94020612,Pachycephala orpheus,22705486,,48600,,,,,,1200,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94021246,Pachycephala lorentzi,22705496,,72400,,,,,1750,3800,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94021593,Pachycephala caledonica,22705503,,22600,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94021758,Pachycephala flavifrons,22705507,,4800,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94021921,Pachycephala jacquinoti,22705510,,2100,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94022348,Pachycephala nudigula,22705516,,61600,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94022670,Pachycephala aurea,22705522,,298000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94023007,Pachycephala arctitorquis,22705528,,93200,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94023168,Pachycephala monacha,22705531,,799000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94023334,Pachycephala leucogastra,22705534,,321000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94023747,Pachycephala lanioides,22705540,,2010000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94024416,Colluricincla woodwardi,22705557,,1070000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94024967,Pitohui kirhocephalus,103691592,,504000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94025325,Pseudorectes incertus,22705579,,10000,,,,,,100,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94026010,Eulacestoma nigropectus,22705592,,337000,,,,,1950,2850,U,,,5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94026176,Turnagra capensis,22705595,,,,,,,,,,,,12.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,No,
94026632,Platysmurus leucopterus,103719039,,1520000,,,,,,900,,,,5.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94027257,Cyanocitta cristata,22705611,,9520000,,,,,,,,,,6.8,Full Migrant,,No,,2009,No,No,No,No,No,Yes,No,,,No,No,"Yes, over entire range",
94028730,Cyanolyca armillata,103727626,,69500,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94028896,Cyanolyca turcosa,22705649,,83000,,,,,1500,3000,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94029066,Cyanolyca viridicyanus,22705652,,542000,,,,,2000,3000,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94029460,Cyanolyca pulchra,22705666,,29700,,,,,900,2300,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94031936,Cyanocorax violaceus,22705711,,3920000,,,,,,1350,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94032327,Cyanocorax heilprini,22705717,,173000,,,,,,,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94032514,Cyanocorax cayanus,22705720,,1320000,,,,,,1100,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94033443,Cyanocorax cyanopogon,22705732,,3210000,,,,,,1300,U,,,6.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94033615,Cyanocorax mystacalis,22705735,,132000,,,,,,1200,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94034687,Garrulus lanceolatus,22705768,,639000,,,,,1500,3000,U,,,7.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94034884,Garrulus lidthi,22705771,,1500,,,,,,,3900,,11-100,7.5,Not a Migrant,1,No,,1975,No,No,No,Yes,No,No,No,,,No,Yes,"Yes, over entire range",
94035605,Urocissa ornata,22705787,,6300,,,,,150,2135,9000-19500,,11-100,6.7,Not a Migrant,6,No,,2007,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94036491,Urocissa whiteheadi,103719392,,38400,,,,,,,1000-2499,,,6.7,Not a Migrant,1,No,,2016,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94036926,Cissa hypoleuca,22705813,,1920000,,,,,,1500,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94037364,Dendrocitta formosae,22705839,,8110000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94037616,Dendrocitta occipitalis,103719284,,257000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94038644,Crypsirina cucullata,22705858,,180000,,,,,,1000,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94038926,Temnurus temnurus,22705862,,1040000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94039716,Podoces hendersoni,22705883,,2310000,,,,,2000,3000,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94040127,Podoces panderi,22705893,,870000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94040287,Podoces pleskei,22705898,,475000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94041131,Corvus dauuricus,22705935,,5450000,,,,,,,U,,,7.3,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94043721,Corvus meeki,22705966,,18100,,,,,,1600,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94043888,Corvus woodfordi,22705969,,50500,,,,,,,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94044051,Corvus fuscicapillus,22705972,,447000,,,,,,500,10000-19999,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94044319,Corvus tristis,22705975,,1210000,,,,,,,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94044487,Corvus capensis,22705978,,12200000,,,,,1200,2500,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94044793,Corvus caurinus,22705986,,1780000,,,,,,,,,,7.3,Not a Migrant,,No,,2009,No,No,No,No,No,Yes,No,,,No,No,"Yes, over entire range",
94045235,Corvus ossifragus,22705993,,3200000,,,,,,,,,,7.3,Full Migrant,,No,,2009,No,No,No,No,No,Yes,No,,,No,No,"Yes, over entire range",
94046195,Corvus leucognaphalus,22706013,,79100,,,,,,1500,1500-7000,,11-100,7.3,Not a Migrant,2-100,No,,2000,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94046488,Corvus macrorhynchos,103727590,,39100000,,,,,,,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94047270,Corvus bennetti,22706030,,7030000,,,,,,,U,,,7.3,Nomadic,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94047450,Corvus coronoides,22706033,,7870000,,,,,,,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94048187,Corvus hawaiiensis,22706052,,,,,,,300,2000,,,1,7.3,Not a Migrant,1,No,,,No,No,Yes,No,Yes,No,Yes,,,No,Yes,"Yes, over part of range",
94048555,Corvus cryptoleucus,22706055,,1790000,,,,,,2400,,,,7.3,Full Migrant,,No,,2009,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
94049190,Corvus rhipidurus,22706073,,12300000,,,,,,4000,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94049525,Corvus albicollis,22706077,,5660000,,,,,1000,3000,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94049830,Corvus crassirostris,22706081,,1020000,,,,,1200,4100,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94050044,Melampitta lugubris,22706085,,445000,,,,,1150,3500,U,,,4.4,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94050207,Megalampitta gigantea,22706088,,663000,,,,,,,U,,,4.4,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94052907,Paradigalla brevicauda,22706148,,193000,,,,,,,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94053394,Epimachus meyeri,22706154,,377000,,,,,1900,2900,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94053564,Drepanornis albertisi,22706157,,712000,,,,,,,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94054166,Parotia sefilata,22706171,,27500,,,,,,,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94054313,Parotia carolae,22706174,,173000,,,,,,,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94056479,Astrapia nigra,22706212,,11800,,,,,1700,2250,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94056657,Astrapia splendidissima,22706215,,74600,,,,,2100,2700,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94057390,Pteridophora alberti,22706229,,219000,,,,,1800,2500,U,,,7.9,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94058204,Paradisaea apoda,22706249,,307000,,,,,,,U,,,9,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over part of range",
94059452,Cracticus mentalis,22706270,,690000,,,,,,,U,,,6.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94059635,Cracticus torquatus,103703460,,8870000,,,,,,,U,,,6.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94060232,Cracticus nigrogularis,22706282,,9280000,,,,,,,U,,,6.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94060435,Melloria quoyi,22706285,,4420000,,,,,,,U,,,6.3,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
94060862,Strepera graculina,22706293,,3480000,,,,,,,U,,,10.1,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
94061073,Strepera fuliginosa,22706296,,134000,,,,,,,U,,,10.1,Altitudinal Migrant,,No,,,No,No,Yes,Yes,No,No,No,,,No,No,"Yes, over entire range",
94061518,Artamus fuscus,22706302,,9310000,,,,,,,U,,,5,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94063104,Artamus superciliosus,22706324,,8880000,,,,,,,U,,,5,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94063639,Artamus cyanopterus,22706330,,7450000,,,,,,,U,,,5,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94064752,Oriolus melanotis,103691625,,43500,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94066348,Oriolus steerii,22706372,,401000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94067911,Oriolus chlorocephalus,22706400,,640000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94068649,Oriolus monacha,22706415,,656000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94068822,Oriolus larvatus,22706421,,10500000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94069149,Oriolus percivali,22706427,,600000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94069896,Oriolus hosii,22706440,,32100,,,,,900,2000,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94070575,Oriolus mellianus,22706449,,77000,,,,,600,1700,1000-2499,,11-100,3.7,Full Migrant,1,No,,2013,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94071532,Coracina maxima,22706466,,8180000,,,,,,,U,,,4.6,Nomadic,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94072285,Coracina schistacea,22706479,,26300,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94072442,Coracina personata,22706483,,531000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94072618,Coracina atriceps,22706486,,170000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94073161,Coracina novaehollandiae,22706495,,11000000,,,,,,,U,,,4.6,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94073608,Coracina temminckii,22706502,,341000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94074477,Coracina boyeri,22706516,,1260000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94074654,Coracina leucopygia,22706519,,434000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94075032,Coracina longicauda,22706526,,395000,,,,,1300,3700,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
94075192,Coracina parvula,22706529,,37800,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94075363,Celebesica abbotti,22706532,,204000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94075510,Edolisoma anale,22706535,,12300,,,,,,,6000-15000,,,4.6,Not a Migrant,,No,,2006,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94075734,Ceblepyris pectoralis,22706538,,17500000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94076351,Cyanograucalus azureus,22706548,,4290000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
94076823,Ceblepyris cinereus,103694485,,689000,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
94077003,Lalage typica,22706564,,190,,,,,250,824,600-700,,4,4.6,Not a Migrant,2-100,Yes,,2000,No,No,No,Yes,No,No,No,,,No,Yes,"Yes, over entire range",
94077305,Lalage newtoni,22706569,,34,,,,,1000,1800,66,,1,4.6,Not a Migrant,1,Yes,,2012,No,No,No,Yes,No,No,No,,,No,Yes,"Yes, over entire range",
94078171,Edolisoma dohertyi,22706584,,111000,,,,,200,1700,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
