internalTaxonId,scientificName,name,language,main
22715260,Phylloscopus sibilatrix,Wood Warbler,English,true
103845882,Phylloscopus borealis,Arctic Warbler,English,true
22716901,Sylvia atricapilla,Blackcap,English,false
22716901,Sylvia atricapilla,Fauvette à tête noire,French,false
22716901,Sylvia atricapilla,Eurasian Blackcap,English,true
22716937,Curruca nisoria,European Barred Warbler,English,false
22716937,Curruca nisoria,Fauvette épervière,French,false
22716937,Curruca nisoria,Barred Warbler,English,true
22716971,Curruca mystacea,Ménétries's Warbler,English,false
22716971,Curruca mystacea,Fauvette de Ménétries,French,false
22716971,Curruca mystacea,الدخلة الآسيوية,Arabic,false
22716971,Curruca mystacea,Menetries's Warbler,English,true
22735017,Curruca sarda,Marmora's Warbler,English,true
22716776,Panurus biarmicus,Bearded Parrotbill,English,false
22716776,Panurus biarmicus,Bearded Tit,English,false
22716776,Panurus biarmicus,Bearded Reedling,English,true
22735002,Regulus ignicapilla,Firecrest,English,false
22735002,Regulus ignicapilla,Common Firecrest,English,true
22734358,Regulus madeirensis,Madeira Kinglet,English,false
22734358,Regulus madeirensis,Madeiran Kinglet,English,false
22734358,Regulus madeirensis,Madeira Firecrest,English,true
22711211,Sitta tephronota,Eastern Rock-nuthatch,English,false
22711211,Sitta tephronota,Eastern Rock-Nuthatch,English,false
22711211,Sitta tephronota,Eastern Rock Nuthatch,English,true
22711249,Certhia brachydactyla,Short-toed Tree-Creeper,English,false
22711249,Certhia brachydactyla,Short-toed Treecreeper,English,true
22710881,Pastor roseus,Rose-coloured Starling,English,false
22710881,Pastor roseus,Etourneau roselin,French,false
22710881,Pastor roseus,Rosy Starling,English,true
22710893,Sturnus unicolor,Spotless Starling,English,true
103888106,Turdus merula,Eurasian Blackbird,English,true
22708816,Turdus pilaris,Fieldfare,English,true
22708829,Turdus viscivorus,Mistle Thrush,English,true
22709691,Luscinia luscinia,Thrush-Nightingale,English,false
22709691,Luscinia luscinia,Rossignol progné,French,false
22709691,Luscinia luscinia,Thrush Nightingale,English,true
22709701,Calliope calliope,Siberian Rubythroat,English,true
105294257,Tarsiger cyanurus,Orange-flanked Bush-robin,English,true
22709758,Irania gutturalis,Irania,English,false
22709758,Irania gutturalis,Iranie à gorge blanche,French,false
22709758,Irania gutturalis,White-throated Robin,English,true
22710156,Saxicola rubetra,Traquet tarier,French,false
22710156,Saxicola rubetra,Whinchat,English,true
22710308,Oenanthe pleschanka,Traquet pie,French,false
22710308,Oenanthe pleschanka,Pied Wheatear,English,true
22710333,Oenanthe isabellina,Traquet isabelle,French,false
22710333,Oenanthe isabellina,"الأبلق الأشهب, الأبلق الرملي, امدقي",Arabic,false
22710333,Oenanthe isabellina,Isabelline Wheatear,English,true
22708286,Monticola solitarius,Blue Rock Thrush,English,false
22708286,Monticola solitarius,Blue Rock-Thrush,English,false
22708286,Monticola solitarius,Merle bleu,French,false
22708286,Monticola solitarius,Blue Rock-thrush,English,true
22718307,Petronia petronia,Rock Sparrow,English,true
22734959,Montifringilla henrici,Tibetan Snowfinch,English,true
22718617,Prunella collaris,Alpine Accentor,English,true
22718644,Prunella atrogularis,Black-throated Accentor,English,true
22718508,Anthus berthelotii,Berthelot's Pipit,English,true
22718550,Anthus hodgsoni,Olive-backed Pipit,English,true
22720041,Fringilla montifringilla,Pinson du Nord,French,false
22720041,Fringilla montifringilla,Brambling,English,true
22720045,Serinus pusillus,Fire-fronted Serin,English,false
22720045,Serinus pusillus,Red-fronted Serin,English,true
22725105,Rhodopechys sanguineus,Asian Crimson-winged Finch,English,false
22725105,Rhodopechys sanguineus,Eurasian Crimson-winged Finch,English,true
22720532,Rhodospiza obsoleta,Desert Finch,English,true
22720610,Carpodacus rubicilla,Great Rosefinch,English,true
22720638,Loxia pytyopsittacus,Parrot Crossbill,English,true
22720641,Loxia scotica,Scottish Crossbill,English,true
22720878,Emberiza citrinella,Yellowhammer,English,true
22720990,Emberiza melanocephala,Black-headed Bunting,English,true
22721043,Plectrophenax nivalis,Snow Bunting,English,true
22710325,Oenanthe deserti,Traquet du désert,French,false
22710325,Oenanthe deserti,"الفقاقة الصحراوية, حطيبي, فقاقة البادية",Arabic,false
22710325,Oenanthe deserti,Desert Wheatear,English,true
22718630,Prunella montanella,Siberian Accentor,English,true
22720960,Emberiza rustica,Rustic Bunting,English,true
22717301,Melanocorypha yeltoniensis,Black Lark,English,true
22698580,Xenicus longipes,Bush Wren,English,false
22698580,Xenicus longipes,New Zealand Bush Wren,English,false
22698580,Xenicus longipes,Bushwren,English,true
22698593,Traversia lyalli,Stephens Island Wren,English,false
22698593,Traversia lyalli,Stephens Island Rockwren,English,true
22698602,Hydrornis nipalensis,Blue-naped Pitta,English,true
22698605,Hydrornis soror,Blue-rumped Pitta,English,true
22698611,Hydrornis schneideri,Schneider's Pitta,English,true
22698617,Hydrornis cyaneus,Blue Pitta,English,true
22698625,Hydrornis elliotii,Bar-bellied Pitta,English,true
103656903,Pitta sordida,Western Hooded Pitta,English,true
22698644,Pitta steerii,Steere's Pitta,English,false
22698644,Pitta steerii,Azure-breasted Pitta,English,true
22698648,Erythropitta kochi,Koch's Pitta,English,false
22698648,Erythropitta kochi,Pita de Koch,Spanish; Castilian,false
22698648,Erythropitta kochi,Whiskered Pitta,English,true
103656341,Erythropitta erythrogaster,Philippine Pitta,English,true
22698656,Erythropitta dohertyi,Sula Pitta,English,true
22698667,Erythropitta venusta,Black-crowned Pitta,English,false
22698667,Erythropitta venusta,Graceful Pitta,English,true
22698671,Pitta angolensis,African Pitta,English,true
22698681,Pitta brachyura,Indian Pitta,English,true
22698688,Pitta moluccensis,Blue-winged Pitta,English,true
22698691,Pitta megarhyncha,Mangrove Pitta,English,true
22698697,Pitta iris,Rainbow Pitta,English,true
22698703,Pitta anerythra,Solomons Pitta,English,false
22698703,Pitta anerythra,Black-faced Pitta,English,true
22698711,Smithornis sharpei,Eurylaime à tête grise,French,false
22698711,Smithornis sharpei,Grey-headed Broadbill,English,true
22698724,Corydon sumatranus,Dusky Broadbill,English,true
103656950,Eurylaimus harterti,Banded Broadbill,English,true
103656929,Serilophus lunatus,Silver-breasted Broadbill,English,true
22698747,Psarisomus dalhousiae,Long-tailed Broadbill,English,true
22698767,Philepitta schlegeli,Philépitte de Schlegel,French,false
22698767,Philepitta schlegeli,Schlegel's Asity,English,true
22698790,Mionectes striaticollis,Streak-necked Flycatcher,English,true
103680198,Mionectes macconnelli,McConnell's Flycatcher,English,true
22698810,Leptopogon taczanowskii,Inca Flycatcher,English,true
22698824,Pseudotriccus simplex,Hazel-fronted Pygmy Tyrant,English,false
22698824,Pseudotriccus simplex,Hazel-fronted Pygmy-Tyrant,English,false
22698824,Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,English,true
22698829,Pseudotriccus ruficeps,Rufous-headed Pygmy Tyrant,English,false
22698829,Pseudotriccus ruficeps,Rufous-headed Pygmy-Tyrant,English,false
22698829,Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,English,true
22698834,Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,English,false
22698834,Poecilotriccus ruficeps,Rufous-crowned Tody-Tyrant,English,false
22698834,Poecilotriccus ruficeps,Rufous-crowned Tody-flycatcher,English,true
22698839,Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,English,false
22698839,Poecilotriccus capitalis,Black-and-white Tody-Tyrant,English,false
22698839,Poecilotriccus capitalis,Black-and-white Tody-flycatcher,English,true
22698844,Poecilotriccus albifacies,White-cheeked Tody-Flycatcher,English,false
22698844,Poecilotriccus albifacies,White-cheeked Tody-Tyrant,English,false
22698844,Poecilotriccus albifacies,White-cheeked Tody-flycatcher,English,true
22698863,Hemitriccus josephinae,Boat-billed Tody-Tyrant,English,false
22698863,Hemitriccus josephinae,Boat-billed Tody-tyrant,English,true
22698882,Hemitriccus obsoletus,Brown-breasted Bamboo Tyrant,English,false
22698882,Hemitriccus obsoletus,Brown-breasted Bamboo-Tyrant,English,false
22698882,Hemitriccus obsoletus,Brown-breasted Pygmy-Tyrant,English,false
22698882,Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,English,true
22698907,Hemitriccus orbitatus,Eye-ringed Tody-Tyrant,English,false
22698907,Hemitriccus orbitatus,Eye-ringed Tody-tyrant,English,true
22698929,Hemitriccus spodiops,Yungas Tody-Tyrant,English,false
22698929,Hemitriccus spodiops,Yungas Tody-tyrant,English,true
22698964,Hemitriccus furcatus,Fork-tailed Pygmy-tyrant,English,false
22698964,Hemitriccus furcatus,Fork-tailed Pygmy-Tyrant,English,false
22698964,Hemitriccus furcatus,Fork-tailed Tody-tyrant,English,true
22698972,Poecilotriccus senex,Buff-cheeked Tody-Flycatcher,English,false
22698972,Poecilotriccus senex,Buff-cheeked Tody-flycatcher,English,true
22698979,Poecilotriccus russatus,Ruddy Tody-Flycatcher,English,false
22698979,Poecilotriccus russatus,Ruddy Tody-flycatcher,English,true
22698986,Poecilotriccus plumbeiceps,Ochre-faced Tody-Flycatcher,English,false
22698986,Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,English,true
22698993,Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,English,false
22698993,Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,English,true
22699000,Poecilotriccus fumifrons,Smoky-fronted Tody-Flycatcher,English,false
22699000,Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,English,true
22699018,Todirostrum maculatum,Spotted Tody-Flycatcher,English,false
22699018,Todirostrum maculatum,Spotted Tody-flycatcher,English,true
22699022,Todirostrum poliocephalum,Gray-headed Tody-Flycatcher,English,false
22699022,Todirostrum poliocephalum,Yellow-lored Tody-Flycatcher,English,false
22699022,Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,English,true
22699039,Todirostrum pictum,Painted Tody-Flycatcher,English,false
22699039,Todirostrum pictum,Painted Tody-flycatcher,English,true
22699043,Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher,English,false
22699043,Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,English,true
22699047,Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,English,false
22699047,Poecilotriccus calopterus,Golden-winged Tody-flycatcher,English,true
22699054,Poecilotriccus pulchellus,Black-backed Tody-Flycatcher,English,false
22699054,Poecilotriccus pulchellus,Black-backed Tody-flycatcher,English,true
22699061,Corythopis torquatus,Ringed Antpipit,English,true
22699086,Phyllomyias reiseri,Reiser's Tyrannulet,English,true
22699092,Phyllomyias virescens,Greenish Tyrannulet,English,true
22699097,Phyllomyias sclateri,Sclater's Tyrannulet,English,true
22699100,Phyllomyias griseocapilla,Gray-capped Tyrannulet,English,false
22699100,Phyllomyias griseocapilla,Grey-capped Tyrannulet,English,true
22699110,Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,English,true
22699113,Phyllomyias nigrocapillus,Black-capped Tyrannulet,English,true
22699116,Phyllomyias cinereiceps,Ashy-headed Tyrannulet,English,true
22699119,Phyllomyias uropygialis,Tawny-rumped Tyrannulet,English,true
22699132,Zimmerius bolivianus,Bolivian Tyrannulet,English,true
22699135,Zimmerius cinereicapilla,Red-billed Tyrannulet,English,true
22699156,Zimmerius viridiflavus,Tschudi's Tyrannulet,English,false
22699156,Zimmerius viridiflavus,Peruvian Tyrannulet,English,true
22699160,Ornithion inerme,White-lored Tyrannulet,English,true
103681893,Phaeomyias murina,Mouse-colored Tyrannulet,English,true
22699211,Sublegatus modestus,Southern Scrub Flycatcher,English,false
22699211,Sublegatus modestus,Southern Scrub-Flycatcher,English,false
22699211,Sublegatus modestus,Southern Scrub-flycatcher,English,true
22699230,Myiopagis gaimardii,Forest Elaenia,English,true
22699239,Myiopagis subplacens,Pacific Elaenia,English,true
22699245,Myiopagis cotta,Jamaican Elaenia,English,false
22699245,Myiopagis cotta,Small Jamaican Elaenia,English,true
22699248,Myiopagis viridicata,Greenish Elaenia,English,true
22699251,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,English,false
22699251,Pseudelaenia leucospodia,Grey-and-white Tyrannulet,English,true
22699265,Elaenia spectabilis,Large Elaenia,English,true
22699268,Elaenia ridleyana,Noronha Elaenia,English,true
22699277,Elaenia strepera,Slaty Elaenia,English,true
22699283,Elaenia gigas,Mottle-backed Elaenia,English,true
22699289,Elaenia cristata,Plain-crested Elaenia,English,true
103681177,Elaenia obscura,Highland Elaenia,English,true
22699304,Elaenia dayi,Great Elaenia,English,true
103681452,Elaenia fallax,Large Jamaican Elaenia,English,true
22699313,Mecocerculus leucophrys,White-throated Tyrannulet,English,true
22699316,Mecocerculus poecilocercus,White-tailed Tyrannulet,English,true
22699319,Mecocerculus hellmayri,Buff-banded Tyrannulet,English,true
22699322,Mecocerculus calopterus,Rufous-winged Tyrannulet,English,true
22699325,Mecocerculus minor,Sulphur-bellied Tyrannulet,English,true
22699328,Mecocerculus stictopterus,White-banded Tyrannulet,English,true
22699334,Serpophaga nigricans,Sooty Tyrannulet,English,true
103681997,Serpophaga subcristata,White-crested Tyrannulet,English,true
22699346,Inezia tenuirostris,Slender-billed Inezia,English,false
22699346,Inezia tenuirostris,Slender-billed Tyrannulet,English,true
22699350,Inezia inornata,Plain Inezia,English,false
22699350,Inezia inornata,Plain Tyrannulet,English,true
22699365,Stigmatura budytoides,Greater Wagtail-Tyrant,English,false
22699365,Stigmatura budytoides,Greater Wagtail-tyrant,English,true
22699369,Uromyias agilis,Agile Tit-Tyrant,English,false
22699369,Uromyias agilis,Agile Tit-tyrant,English,true
22699376,Uromyias agraphia,Unstreaked Tit-Tyrant,English,false
22699376,Uromyias agraphia,Unstreaked Tit-tyrant,English,true
22699383,Anairetes alpinus,Ash-breasted Tit-Tyrant,English,false
22699383,Anairetes alpinus,Ash-breasted Tit-tyrant,English,true
22699387,Anairetes nigrocristatus,Maranon Tit-tyrant,English,false
22699387,Anairetes nigrocristatus,Maranon Tit-Tyrant,English,false
22699387,Anairetes nigrocristatus,Marañón Tit-tyrant,English,false
22699387,Anairetes nigrocristatus,Black-crested Tit-tyrant,English,true
22699393,Anairetes reguloides,Pied-crested Tit-Tyrant,English,false
22699393,Anairetes reguloides,Pied-crested Tit-tyrant,English,true
22699397,Anairetes flavirostris,Yellow-billed Tit-Tyrant,English,false
22699397,Anairetes flavirostris,Yellow-billed Tit-tyrant,English,true
22699401,Anairetes fernandezianus,Juan Fernandez Tit-Tyrant,English,false
22699401,Anairetes fernandezianus,Juan Fernández Tit-tyrant,English,false
22699401,Anairetes fernandezianus,Juan Fernandez Tit-tyrant,English,true
22699406,Anairetes parulus,Tufted Tit-Tyrant,English,false
22699406,Anairetes parulus,Tufted Tit-tyrant,English,true
22699410,Tachuris rubrigastra,Many-colored Rush Tyrant,English,false
22699410,Tachuris rubrigastra,Many-coloured Rush-tyrant,English,false
22699410,Tachuris rubrigastra,Many-colored Rush-tyrant,English,true
22699423,Polystictus superciliaris,Gray-backed Tachuri,English,false
22699423,Polystictus superciliaris,Grey-backed Tachuri,English,true
22699427,Pseudocolopteryx sclateri,Crested Doradito,English,true
22699430,Pseudocolopteryx acutipennis,Subtropical Doradito,English,true
103681055,Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,English,true
22699458,Pogonotriccus ophthalmicus,Marble-faced Bristle-Tyrant,English,false
22699458,Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,English,true
22699469,Pogonotriccus lanyoni,Antioquia Bristle-Tyrant,English,false
22699469,Pogonotriccus lanyoni,Antioquia Bristle-tyrant,English,true
22699477,Pogonotriccus poecilotis,Variegated Bristle-Tyrant,English,false
22699477,Pogonotriccus poecilotis,Variegated Bristle-tyrant,English,true
22699481,Phylloscartes nigrifrons,Black-fronted Tyrannulet,English,true
22699484,Pogonotriccus chapmani,Chapman's Tyrannulet,English,false
22699484,Pogonotriccus chapmani,Chapman's Bristle-tyrant,English,true
22699488,Phylloscartes gualaquizae,Ecuadorian Tyrannulet,English,true
22699491,Phylloscartes flaviventris,Rufous-lored Tyrannulet,English,true
22699494,Phylloscartes roquettei,Minas Gerais Tyrannulet,English,true
22699497,Phylloscartes paulista,São Paulo Tyrannulet,English,false
22699497,Phylloscartes paulista,Sao Paulo Tyrannulet,English,true
22699509,Phylloscartes oustaleti,Oustalet's Tyrannulet,English,true
22699527,Phylloscartes virescens,Guianan Tyrannulet,English,false
22699527,Phylloscartes virescens,Olive-green Tyrannulet,English,true
22699534,Myiornis albiventris,White-bellied Pygmy Tyrant,English,false
22699534,Myiornis albiventris,White-bellied Pygmy-Tyrant,English,false
22699534,Myiornis albiventris,White-bellied Pygmy-tyrant,English,true
22699539,Myiornis auricularis,Eared Pygmy Tyrant,English,false
22699539,Myiornis auricularis,Eared Pygmy-Tyrant,English,false
22699539,Myiornis auricularis,Eared Pygmy-tyrant,English,true
22699549,Myiornis ecaudatus,Short-tailed Pygmy Tyrant,English,false
22699549,Myiornis ecaudatus,Short-tailed Pygmy-Tyrant,English,false
22699549,Myiornis ecaudatus,Short-tailed Pygmy-tyrant,English,true
22699559,Lophotriccus vitiosus,Double-banded Pygmy Tyrant,English,false
22699559,Lophotriccus vitiosus,Double-banded Pygmy-Tyrant,English,false
22699559,Lophotriccus vitiosus,Double-banded Pygmy-tyrant,English,true
22699564,Lophotriccus eulophotes,Long-crested Pygmy Tyrant,English,false
22699564,Lophotriccus eulophotes,Long-crested Pygmy-Tyrant,English,false
22699564,Lophotriccus eulophotes,Long-crested Pygmy-tyrant,English,true
22699590,Cnipodectes subbrunneus,Brownish Flycatcher,English,false
22699590,Cnipodectes subbrunneus,Brownish Twistwing,English,true
22699602,Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,English,true
22699615,Tolmomyias poliocephalus,Gray-crowned Flycatcher,English,false
22699615,Tolmomyias poliocephalus,Grey-crowned Flycatcher,English,false
22699615,Tolmomyias poliocephalus,Grey-crowned Flatbill,English,true
103680560,Tolmomyias flaviventris,Ochre-lored Flatbill,English,true
22699626,Platyrinchus saturatus,Cinnamon-crested Spadebill,English,true
22699635,Platyrinchus coronatus,Golden-crowned Spadebill,English,true
22699641,Platyrinchus platyrhynchos,White-crested Spadebill,English,true
22699653,Onychorhynchus occidentalis,Western Royal-Flycatcher,English,false
22699653,Onychorhynchus occidentalis,Pacific Royal Flycatcher,English,true
103680660,Myiotriccus ornatus,Western Ornate Flycatcher,English,true
22699668,Myiophobus flavicans,Flavescent Flycatcher,English,true
22699674,Myiophobus inornatus,Unadorned Flycatcher,English,true
22699677,Myiophobus roraimae,Roraiman Flycatcher,English,true
22699680,Nephelomyias pulcher,Handsome Flycatcher,English,true
22699688,Nephelomyias lintoni,Orange-banded Flycatcher,English,true
22699696,Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,English,true
103682408,Myiophobus fasciatus,Bran-colored Flycatcher,English,true
22699708,Myiophobus cryptoxanthus,Olive-chested Flycatcher,English,true
22699730,Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,English,true
22699751,Lathrotriccus euleri,Euler's Flycatcher,English,true
22699757,Lathrotriccus griseipectus,Gray-breasted Flycatcher,English,false
22699757,Lathrotriccus griseipectus,Grey-breasted Flycatcher,English,true
22699770,Aphanotriccus audax,Black-billed Flycatcher,English,true
22699783,Mitrephanes olivaceus,Olive Tufted Flycatcher,English,false
22699783,Mitrephanes olivaceus,Olive Flycatcher,English,true
22699804,Contopus fumigatus,Smoke-coloured Pewee,English,false
22699804,Contopus fumigatus,Smoke-colored Pewee,English,true
103683886,Contopus cinereus,Southern Tropical Pewee,English,true
22699827,Contopus albogularis,White-throated Pewee,English,true
22699830,Contopus caribaeus,Greater Antillean Pewee,English,false
22699830,Contopus caribaeus,Cuban Pewee,English,true
22699898,Silvicultrix frontalis,Crowned Chat-Tyrant,English,false
22699898,Silvicultrix frontalis,Crowned Chat-tyrant,English,true
22699905,Silvicultrix jelskii,Jelski's Chat-Tyrant,English,false
22699905,Silvicultrix jelskii,Jelski's Chat-tyrant,English,true
22699912,Silvicultrix diadema,Yellow-bellied Chat-Tyrant,English,false
22699912,Silvicultrix diadema,Yellow-bellied Chat-tyrant,English,true
22699919,Silvicultrix pulchella,Golden-browed Chat-Tyrant,English,false
22699919,Silvicultrix pulchella,Golden-browed Chat-tyrant,English,true
103682781,Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,English,true
22699930,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,English,false
22699930,Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,English,true
22699938,Ochthoeca oenanthoides,d'Orbigny's Chat-Tyrant,English,false
22699938,Ochthoeca oenanthoides,D'Orbigny's Chat-Tyrant,English,false
22699938,Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,English,true
22699943,Ochthoeca leucophrys,White-browed Chat-Tyrant,English,false
22699943,Ochthoeca leucophrys,White-browed Chat-tyrant,English,true
22699963,Colorhamphus parvirostris,Patagonian Tyrant,English,true
22699970,Ochthornis littoralis,Drab Water Tyrant,English,false
22699970,Ochthornis littoralis,Drab Water-tyrant,English,true
22699987,Myiotheretes striaticollis,Streak-throated Bush Tyrant,English,false
22699987,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,English,false
22699987,Myiotheretes striaticollis,Streak-throated Bush-tyrant,English,true
22699997,Myiotheretes fumigatus,Smoky Bush Tyrant,English,false
22699997,Myiotheretes fumigatus,Smoky Bush-Tyrant,English,false
22699997,Myiotheretes fumigatus,Smoky Bush-tyrant,English,true
22700002,Myiotheretes fuscorufus,Rufous-bellied Bush Tyrant,English,false
22700002,Myiotheretes fuscorufus,Rufous-bellied Bush-Tyrant,English,false
22700002,Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,English,true
22700007,Xolmis pyrope,Fire-eyed Diucon,English,true
22700010,Xolmis cinereus,Gray Monjita,English,false
22700010,Xolmis cinereus,Grey Monjita,English,true
22700019,Xolmis coronatus,Black-crowned Monjita,English,true
22700027,Xolmis velatus,White-rumped Monjita,English,true
22700035,Xolmis irupero,White Monjita,English,true
22700038,Xolmis rubetra,Rusty-backed Monjita,English,true
22700045,Xolmis salinarum,Salinas Monjita,English,true
22700069,Neoxolmis rufiventris,Chocolate-vented Tyrant,English,true
22700072,Agriornis montanus,Black-billed Shrike-Tyrant,English,false
22700072,Agriornis montanus,Black-billed Shrike-tyrant,English,true
22700095,Agriornis lividus,Great Shrike-Tyrant,English,false
22700095,Agriornis lividus,Great Shrike-tyrant,English,true
22700132,Muscisaxicola maculirostris,Spot-billed Ground Tyrant,English,false
22700132,Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,English,false
22700132,Muscisaxicola maculirostris,Spot-billed Ground-tyrant,English,true
22700137,Muscisaxicola fluviatilis,Little Ground Tyrant,English,false
22700137,Muscisaxicola fluviatilis,Little Ground-Tyrant,English,false
22700137,Muscisaxicola fluviatilis,Little Ground-tyrant,English,true
22700142,Muscisaxicola maclovianus,Dark-faced Ground Tyrant,English,false
22700142,Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,English,false
22700142,Muscisaxicola maclovianus,Dark-faced Ground-tyrant,English,true
103683296,Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,English,true
22700168,Muscisaxicola juninensis,Puna Ground Tyrant,English,false
22700168,Muscisaxicola juninensis,Puna Ground-Tyrant,English,false
22700168,Muscisaxicola juninensis,Puna Ground-tyrant,English,true
22700173,Muscisaxicola albilora,White-browed Ground Tyrant,English,false
22700173,Muscisaxicola albilora,White-browed Ground-Tyrant,English,false
22700173,Muscisaxicola albilora,White-browed Ground-tyrant,English,true
22700183,Muscisaxicola cinereus,Cinereous Ground Tyrant,English,false
22700183,Muscisaxicola cinereus,Cinereous Ground-Tyrant,English,false
22700183,Muscisaxicola cinereus,Cinereous Ground-tyrant,English,true
22700193,Muscisaxicola albifrons,White-fronted Ground Tyrant,English,false
22700193,Muscisaxicola albifrons,White-fronted Ground-Tyrant,English,false
22700193,Muscisaxicola albifrons,White-fronted Ground-tyrant,English,true
22700198,Muscisaxicola flavinucha,Ochre-naped Ground Tyrant,English,false
22700198,Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,English,false
22700198,Muscisaxicola flavinucha,Ochre-naped Ground-tyrant,English,true
22700208,Muscigralla brevicauda,Short-tailed Field Tyrant,English,false
22700208,Muscigralla brevicauda,Short-tailed Field-Tyrant,English,false
22700208,Muscigralla brevicauda,Short-tailed Field-tyrant,English,true
22700213,Lessonia oreas,Andean Negrito,English,true
22700216,Lessonia rufa,Patagonian Negrito,English,false
22700216,Lessonia rufa,Austral Negrito,English,true
22700220,Knipolegus striaticeps,Cinereous Tyrant,English,false
22700220,Knipolegus striaticeps,Cinereous Black-tyrant,English,true
22700223,Knipolegus hudsoni,Hudson's Black Tyrant,English,false
22700223,Knipolegus hudsoni,Hudson's Black-Tyrant,English,false
22700223,Knipolegus hudsoni,Hudson's Black-tyrant,English,true
22700228,Knipolegus poecilocercus,Amazonian Black Tyrant,English,false
22700228,Knipolegus poecilocercus,Amazonian Black-Tyrant,English,false
22700228,Knipolegus poecilocercus,Amazonian Black-tyrant,English,true
103683026,Knipolegus signatus,Andean Tyrant,English,false
103683026,Knipolegus signatus,Andean Black-tyrant,English,true
22700261,Knipolegus lophotes,Crested Black Tyrant,English,false
22700261,Knipolegus lophotes,Crested Black-Tyrant,English,false
22700261,Knipolegus lophotes,Crested Black-tyrant,English,true
22700266,Hymenops perspicillatus,Spectacled Tyrant,English,true
22700279,Fluvicola albiventer,Black-backed Water Tyrant,English,false
22700279,Fluvicola albiventer,Black-backed Water-Tyrant,English,false
22700279,Fluvicola albiventer,Black-backed Water-tyrant,English,true
22700291,Arundinicola leucocephala,White-headed Marsh Tyrant,English,false
