internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
22708382,Geokichla sibirica,"Zoothera sibirica (Pallas, 1776)",Zoothera,sibirica,"(Pallas, 1776)",,
22708712,Turdus libonyana,Turdus libonyana libonyanus BirdLife International (2004),Turdus libonyana,libonyanus,BirdLife International (2004),,
22708712,Turdus libonyana,Turdus libonyana,Turdus libonyana,,Dowsett and Forbes-Watson (1993),,
22708826,Otocichla mupinensis,"Turdus mupinensis Laubmann, 1920",Turdus,mupinensis,"Laubmann, 1920",,
22708982,Brachypteryx leucophris,Brachypteryx leucophris,Brachypteryx leucophris,,del Hoyo et al. (2005),,
22708996,Chamaetylas poliophrys,"Alethe poliophrys Sharpe, 1902",Alethe,poliophrys,"Sharpe, 1902",,
22709000,Chamaetylas fuelleborni,"Alethe fuelleborni Reichenow, 1900",Alethe,fuelleborni,"Reichenow, 1900",,
22709035,Agricola pallidus,"Bradornis pallidus (von Müller, 1851)",Bradornis,pallidus,"(von Müller, 1851)",,
22709040,Agricola infuscatus,"Bradornis infuscatus (Smith, 1839)",Bradornis,infuscatus,"(Smith, 1839)",,
22709061,Melaenornis chocolatinus,"Dioptrornis chocolatinus (Rüppell, 1840)",Dioptrornis,chocolatinus,"(Rüppell, 1840)",,
22709067,Melaenornis fischeri,"Dioptrornis fischeri Reichenow, 1884",Dioptrornis,fischeri,"Reichenow, 1884",,
22709073,Melaenornis brunneus,"Dioptrornis brunneus Cabanis, 1886",Dioptrornis,brunneus,"Cabanis, 1886",,
22709113,Sigelus silens,"Sigelus silens (Shaw, 1809)",Sigelus,silens,"(Shaw, 1809)",,
22709113,Sigelus silens,"Melaenornis silens (Shaw, 1809)",Melaenornis,silens,"(Shaw, 1809)",,
22709117,Eumyias additus,Rhinomyias addita — BirdLife International (2004),Rhinomyias,addita,— BirdLife International (2004),,
22709117,Eumyias additus,"Rhinomyias addita — Sibley and Monroe (1990, 1993)",Rhinomyias,addita,"— Sibley and Monroe (1990, 1993)",,
22709117,Eumyias additus,Rhinomyias addita — Collar et al. (1994),Rhinomyias,addita,— Collar et al. (1994),,
22709117,Eumyias additus,Rhinomyias addita — BirdLife International (2000),Rhinomyias,addita,— BirdLife International (2000),,
22709117,Eumyias additus,Rhinomyias addita — Collar and Andrew (1988),Rhinomyias,addita,— Collar and Andrew (1988),,
22709117,Eumyias additus,"Rhinomyias additus (Hartert, 1900)",Rhinomyias,additus,"(Hartert, 1900)",,
22709147,Cyornis olivaceus,Rhinomyias olivacea,Rhinomyias olivacea,,BirdLife International (2004),,
22709147,Cyornis olivaceus,Rhinomyias olivacea,Rhinomyias olivacea,,"Sibley and Monroe (1990, 1993)",,
22709147,Cyornis olivaceus,"Rhinomyias olivaceus (Hume, 1877)",Rhinomyias,olivaceus,"(Hume, 1877)",,
22709166,Cyornis colonus,"Rhinomyias colonus Hartert, 1898",Rhinomyias,colonus,"Hartert, 1898",,
22709177,Vauriella insignis,"Rhinomyias insignis Ogilvie-Grant, 1895",Rhinomyias,insignis,"Ogilvie-Grant, 1895",,
22709182,Vauriella albigularis,"Rhinomyias albigularis Bourne & Worcester, 1894",Rhinomyias,albigularis,"Bourne & Worcester, 1894",,
22709187,Vauriella goodfellowi,"Rhinomyias goodfellowi Ogilvie-Grant, 1905",Rhinomyias,goodfellowi,"Ogilvie-Grant, 1905",,
22709234,Myopornis boehmi,"Muscicapa boehmi (Reichenow, 1884)",Muscicapa,boehmi,"(Reichenow, 1884)",,
22709234,Myopornis boehmi,"Bradornis boehmi (Reichenow, 1884)",Bradornis,boehmi,"(Reichenow, 1884)",,
22709244,Fraseria olivascens,"Muscicapa olivascens (Cassin, 1859)",Muscicapa,olivascens,"(Cassin, 1859)",,
22709271,Bradornis comitatus,"Muscicapa comitata (Cassin, 1857)",Muscicapa,comitata,"(Cassin, 1857)",,
22709286,Fraseria caerulescens,"Muscicapa caerulescens (Hartlaub, 1865)",Muscicapa,caerulescens,"(Hartlaub, 1865)",,
22709291,Fraseria griseigularis,"Myioparus griseigularis (Jackson, 1906)",Myioparus,griseigularis,"(Jackson, 1906)",,
22709334,Ficedula erithacus,"Ficedula sordida Godwin-Austen, 1874",Ficedula,sordida,"Godwin-Austen, 1874",,
22709349,Anthipes monileger,"Ficedula monileger (Hodgson, 1845)",Ficedula,monileger,"(Hodgson, 1845)",,
22709355,Anthipes solitaris,"Ficedula solitaris (Müller, 1835)",Ficedula,solitaris,"(Müller, 1835)",,
22709426,Eumyias thalassinus,Eumyias thalassina,Eumyias thalassina,,BirdLife International (2004),,
22709426,Eumyias thalassinus,Eumyias thalassina,Eumyias thalassina,,"Sibley and Monroe (1990, 1993)",,
22709433,Eumyias sordidus,Eumyias sordida,Eumyias sordida,,BirdLife International (2004),,
22709433,Eumyias sordidus,Eumyias sordida,Eumyias sordida,,Collar et al. (1994),,
22709433,Eumyias sordidus,Eumyias sordida,Eumyias sordida,,BirdLife International (2000),,
22709433,Eumyias sordidus,Eumyias sordida,Eumyias sordida,,"Sibley and Monroe (1990, 1993)",,
22709433,Eumyias sordidus,Muscicapa sordida sordida Collar and Andrew (1988),Muscicapa sordida,sordida,Collar and Andrew (1988),,
22709490,Eumyias hoevelli,"Cyornis hoevelli (Meyer, 1903)",Cyornis,hoevelli,"(Meyer, 1903)",,
22709494,Eumyias hyacinthinus,"Cyornis hyacinthinus (Temminck, 1820)",Cyornis,hyacinthinus,"(Temminck, 1820)",,
22709558,Cyornis caerulatus,Niltava caerulata caerulata Collar and Andrew (1988),Niltava caerulata,caerulata,Collar and Andrew (1988),,
22709667,Sheppardia lowei,Dryocichloides lowei lowei Collar and Andrew (1988),Dryocichloides lowei,lowei,Collar and Andrew (1988),,
22709688,Larvivora sibilans,"Luscinia sibilans (Swinhoe, 1863)",Luscinia,sibilans,"(Swinhoe, 1863)",,
22709730,Larvivora cyane,"Luscinia cyane (Pallas, 1776)",Luscinia,cyane,"(Pallas, 1776)",,
22709763,Cossyphicula isabellae,"Cossypha isabellae Gray, 1862",Cossypha,isabellae,"Gray, 1862",,
22709763,Cossyphicula isabellae,"Oreocossypha isabellae (Gray, 1862)",Oreocossypha,isabellae,"(Gray, 1862)",,
22709770,Cossyphicula roberti,"Cossypha roberti roberti Sibley and Monroe (1990, 1993)",Cossypha roberti,roberti,"Sibley and Monroe (1990, 1993)",,
22709778,Dessonornis archeri,"Cossypha archeri (Sharpe, 1902)",Cossypha,archeri,"(Sharpe, 1902)",,
22709797,Dessonornis humeralis,"Cossypha humeralis (Smith, 1836)",Cossypha,humeralis,"(Smith, 1836)",,
22709891,Tychaedon quadrivirgata,"Cercotrichas quadrivirgata quadrivirgata Sibley and Monroe (1990, 1993)",Cercotrichas quadrivirgata,quadrivirgata,"Sibley and Monroe (1990, 1993)",,
22709891,Tychaedon quadrivirgata,"Erythropygia quadrivirgata (Reichenow, 1879)",Erythropygia,quadrivirgata,"(Reichenow, 1879)",,
22709900,Tychaedon barbata,"Cercotrichas barbata barbata Sibley and Monroe (1990, 1993)",Cercotrichas barbata,barbata,"Sibley and Monroe (1990, 1993)",,
22709900,Tychaedon barbata,"Erythropygia barbata (Hartlaub & Finsch, 1870)",Erythropygia,barbata,"(Hartlaub & Finsch, 1870)",,
22709927,Cercotrichas leucophrys,"Cercotrichas leucophrys leucophrys Sibley and Monroe (1990, 1993)",Cercotrichas leucophrys,leucophrys,"Sibley and Monroe (1990, 1993)",,
22709927,Cercotrichas leucophrys,"Erythropygia leucophrys (Vieillot, 1817)",Erythropygia,leucophrys,"(Vieillot, 1817)",,
22709949,Cercotrichas paena,"Cercotrichas paena paena Sibley and Monroe (1990, 1993)",Cercotrichas paena,paena,"Sibley and Monroe (1990, 1993)",,
22709949,Cercotrichas paena,"Erythropygia paena Smith, 1836",Erythropygia,paena,"Smith, 1836",,
22709958,Tychaedon coryphoeus,"Cercotrichas coryphaeus coryphaeus Sibley and Monroe (1990, 1993)",Cercotrichas coryphaeus,coryphaeus,"Sibley and Monroe (1990, 1993)",,
22709958,Tychaedon coryphoeus,"Erythropygia coryphaeus (Lesson, 1831)",Erythropygia,coryphaeus,"(Lesson, 1831)",,
22709974,Namibornis herero,"Namibornis herero (Meyer de Schauensee, 1931)",Namibornis,herero,"(Meyer de Schauensee, 1931)",,
22709974,Namibornis herero,"Melaenornis herero (Meyer de Schauensee, 1931)",Melaenornis,herero,"(Meyer de Schauensee, 1931)",,
22710006,Copsychus niger,"Copsychus niger (Sharpe, 1877)",Copsychus,niger,"(Sharpe, 1877)",,
22710006,Copsychus niger,"Kittacincla nigra (Sharpe, 1877)",Kittacincla,nigra,"(Sharpe, 1877)",,
22710009,Copsychus cebuensis,"Copsychus cebuensis (Steere, 1890)",Copsychus,cebuensis,"(Steere, 1890)",,
22710009,Copsychus cebuensis,"Kittacincla cebuensis (Steere, 1890)",Kittacincla,cebuensis,"(Steere, 1890)",,
22710043,Phoenicurus coeruleocephala,"Phoenicurus caeruleocephalus caeruleocephalus Sibley and Monroe (1990, 1993)",Phoenicurus caeruleocephalus,caeruleocephalus,"Sibley and Monroe (1990, 1993)",,
22710087,Phoenicurus leucocephalus,"Chaimarrornis leucocephalus (Vigors, 1831)",Chaimarrornis,leucocephalus,"(Vigors, 1831)",,
22710092,Phoenicurus fuliginosus,Rhyacornis fuliginosus,Rhyacornis fuliginosus,,"Sibley and Monroe (1990, 1993)",,
22710092,Phoenicurus fuliginosus,Rhyacornis fuliginosus,Rhyacornis fuliginosus,,BirdLife International (2004),,
22710092,Phoenicurus fuliginosus,"Rhyacornis fuliginosa Vigors, 1831",Rhyacornis,fuliginosa,"Vigors, 1831",,
22710092,Phoenicurus fuliginosus,Phoenicurus fuliginosa,Phoenicurus,fuliginosa,,,
22710202,Saxicola leucurus,Saxicola leucura,Saxicola leucura,,Collar and Andrew (1988),,
22710202,Saxicola leucurus,Saxicola leucura,Saxicola leucura,,"Sibley and Monroe (1990, 1993)",,
22710231,Campicoloides bifasciatus,"Saxicola bifasciata bifasciata Sibley and Monroe (1990, 1993)",Saxicola bifasciata,bifasciata,"Sibley and Monroe (1990, 1993)",,
22710231,Campicoloides bifasciatus,"Oenanthe bifasciata (Temminck, 1829)",Oenanthe,bifasciata,"(Temminck, 1829)",,
22710263,Myrmecocichla monticola,"Oenanthe monticola Vieillot, 1818",Oenanthe,monticola,"Vieillot, 1818",,
22710284,Oenanthe lugentoides,"Oenanthe lugens (Lichtenstein, 1823)",Oenanthe,lugens,"(Lichtenstein, 1823)",,
22710354,Emarginata sinuata,"Cercomela sinuata (Sundevall, 1858)",Cercomela,sinuata,"(Sundevall, 1858)",,
22710359,Emarginata schlegelii,"Cercomela schlegelii (Wahlberg, 1855)",Cercomela,schlegelii,"(Wahlberg, 1855)",,
22710363,Emarginata tractrac,"Cercomela tractrac (Wilkes, 1817)",Cercomela,tractrac,"(Wilkes, 1817)",,
22710371,Oenanthe scotocerca,"Cercomela scotocerca (Heuglin, 1869)",Cercomela,scotocerca,"(Heuglin, 1869)",,
22710385,Oenanthe melanura,"Cercomela melanura (Temminck, 1824)",Cercomela,melanura,"(Temminck, 1824)",,
22710389,Pinarochroa sordida,"Cercomela sordida (Rüppell, 1837)",Cercomela,sordida,"(Rüppell, 1837)",,
22710426,Oenanthe albifrons,"Myrmecocichla albifrons (Rüppell, 1837)",Myrmecocichla,albifrons,"(Rüppell, 1837)",,
22710457,Monticola semirufus,"Thamnolaea semirufa (Rüppell, 1837)",Thamnolaea,semirufa,"(Rüppell, 1837)",,
22710457,Monticola semirufus,"Thamnolaea semirufa semirufa Sibley and Monroe (1990, 1993)",Thamnolaea semirufa,semirufa,"Sibley and Monroe (1990, 1993)",,
22710457,Monticola semirufus,"Myrmecocichla semirufa (Rüppell, 1837)",Myrmecocichla,semirufa,"(Rüppell, 1837)",,
22710511,Aplonis fusca,"Aplornis fusca ssp. fusca Gould, 1836 — Christidis and Boles (2008)",Aplornis,fusca,,subspecies,"Gould, 1836 — Christidis and Boles (2008)"
22710642,Lamprotornis iris,"Coccycolius iris Oustalet, 1879",Coccycolius,iris,"Oustalet, 1879",,
22710661,Notopholia corusca,"Lamprotornis corruscus Nordmann, 1835",Lamprotornis,corruscus,"Nordmann, 1835",,
22710751,Lamprotornis purpuroptera,"Lamprotornis purpuropterus purpuropterus Sibley and Monroe (1990, 1993)",Lamprotornis purpuropterus,purpuropterus,"Sibley and Monroe (1990, 1993)",,
22710751,Lamprotornis purpuroptera,Lamprotornis purpuropterus purpuropterus Dowsett and Forbes-Watson (1993),Lamprotornis purpuropterus,purpuropterus,Dowsett and Forbes-Watson (1993),,
22710804,Lamprotornis fischeri,"Spreo fischeri (Reichenow, 1884)",Spreo,fischeri,"(Reichenow, 1884)",,
22710808,Lamprotornis bicolor,"Spreo bicolor (Gmelin, 1789)",Spreo,bicolor,"(Gmelin, 1789)",,
22710813,Lamprotornis albicapillus,"Spreo albicapillus Blyth, 1856",Spreo,albicapillus,"Blyth, 1856",,
22710817,Lamprotornis regius,"Cosmopsarus regius Reichenow, 1879",Cosmopsarus,regius,"Reichenow, 1879",,
22710821,Lamprotornis unicolor,"Cosmopsarus unicolor Shelley, 1881",Cosmopsarus,unicolor,"Shelley, 1881",,
22710844,Sturnornis albofrontatus,Sturnus senex senex Collar and Andrew (1988),Sturnus senex,senex,Collar and Andrew (1988),,
22710844,Sturnornis albofrontatus,"Sturnus senex senex Sibley and Monroe (1990, 1993)",Sturnus senex,senex,"Sibley and Monroe (1990, 1993)",,
22710844,Sturnornis albofrontatus,Sturnus senex senex Collar et al. (1994),Sturnus senex,senex,Collar et al. (1994),,
22710844,Sturnornis albofrontatus,"Sturnus albofrontatus (Layard, 1854)",Sturnus,albofrontatus,"(Layard, 1854)",,
22710858,Sturnia malabarica,"Sturnus malabaricus (Gmelin, 1789)",Sturnus,malabaricus,"(Gmelin, 1789)",,
22710870,Agropsar sturninus,"Sturnus sturninus (Pallas, 1776)",Sturnus,sturninus,"(Pallas, 1776)",,
22710877,Sturnia sinensis,"Sturnus sinensis (Gmelin, 1788)",Sturnus,sinensis,"(Gmelin, 1788)",,
22710896,Spodiopsar cineraceus,"Sturnus cineraceus Temminck, 1835",Sturnus,cineraceus,"Temminck, 1835",,
22710903,Gracupica nigricollis,"Sturnus nigricollis (Paykull, 1807)",Sturnus,nigricollis,"(Paykull, 1807)",,
22710968,Goodfellowia miranda,"Basilornis miranda — Sibley and Monroe (1990, 1993)",Basilornis,miranda,"— Sibley and Monroe (1990, 1993)",,
22710968,Goodfellowia miranda,Basilornis miranda — Collar and Andrew (1988),Basilornis,miranda,— Collar and Andrew (1988),,
22710968,Goodfellowia miranda,Basilornis miranda — Collar et al. (1994),Basilornis,miranda,— Collar et al. (1994),,
22710968,Goodfellowia miranda,Basilornis miranda — BirdLife International (2000),Basilornis,miranda,— BirdLife International (2000),,
22710968,Goodfellowia miranda,"Basilornis mirandus (Hartert, 1903)",Basilornis,mirandus,"(Hartert, 1903)",,
22710968,Goodfellowia miranda,Basilornis miranda — BirdLife International (2004),Basilornis,miranda,— BirdLife International (2004),,
103888269,Pheugopedius euophrys,"Thryothorus euophrys Sclater, 1860",Thryothorus,euophrys,"Sclater, 1860",,
22711407,Pheugopedius eisenmanni,"Thryothorus eisenmanni Parker & O'Neill, 1985",Thryothorus,eisenmanni,"Parker & O'Neill, 1985",,
22711435,Cantorchilus semibadius,"Thryothorus semibadius Salvin, 1870",Thryothorus,semibadius,"Salvin, 1870",,
22711470,Cantorchilus superciliaris,"Thryothorus superciliaris Lawrence, 1869",Thryothorus,superciliaris,"Lawrence, 1869",,
22711479,Cantorchilus griseus,"Thryothorus griseus (Todd, 1925)",Thryothorus,griseus,"(Todd, 1925)",,
22711560,Cyphorhinus arada,"Cyphorhinus aradus aradus Sibley and Monroe (1990, 1993)",Cyphorhinus aradus,aradus,"Sibley and Monroe (1990, 1993)",,
22711708,Poecile carolinensis,Poecile carolinensis carolinensis AOU checklist (1998 + supplements),Poecile carolinensis,carolinensis,AOU checklist (1998 + supplements),,
22711708,Poecile carolinensis,"Parus carolinensis Audubon, 1834",Parus,carolinensis,"Audubon, 1834",,
22711740,Poecile superciliosus,"Parus superciliosus (Przewalski, 1876)",Parus,superciliosus,"(Przewalski, 1876)",,
22711745,Poecile davidi,"Parus davidi (Berezowski & Bianchi, 1891)",Parus,davidi,"(Berezowski & Bianchi, 1891)",,
22711745,Poecile davidi,"Poecile davidi Berezowski & Bianchi, 1891",Poecile,davidi,"Berezowski & Bianchi, 1891",,
22711759,Poecile hudsonicus,Poecile hudsonica hudsonica AOU checklist (1998 + supplements),Poecile hudsonica,hudsonica,AOU checklist (1998 + supplements),,
22711759,Poecile hudsonicus,"Parus hudsonicus Forster, 1772",Parus,hudsonicus,"Forster, 1772",,
22711767,Poecile rufescens,Poecile rufescens rufescens AOU checklist (1998 + supplements),Poecile rufescens,rufescens,AOU checklist (1998 + supplements),,
22711767,Poecile rufescens,"Parus rufescens Townsend, 1837",Parus,rufescens,"Townsend, 1837",,
22711775,Periparus rufonuchalis,"Parus rufonuchalis Blyth, 1849",Parus,rufonuchalis,"Blyth, 1849",,
22711780,Periparus rubidiventris,"Parus rubidiventris Blyth, 1847",Parus,rubidiventris,"Blyth, 1847",,
22711795,Pardaliparus venustulus,"Parus venustulus Swinhoe, 1870",Parus,venustulus,"Swinhoe, 1870",,
22711800,Pardaliparus elegans,"Parus elegans Lesson, 1831",Parus,elegans,"Lesson, 1831",,
22711805,Pardaliparus amabilis,"Parus amabilis Sharpe, 1877",Parus,amabilis,"Sharpe, 1877",,
22711815,Lophophanes dichrous,"Parus dichrous Blyth, 1844",Parus,dichrous,"Blyth, 1844",,
22711839,Melaniparus albiventris,"Parus albiventris Shelley, 1881",Parus,albiventris,"Shelley, 1881",,
22711845,Melaniparus leuconotus,"Parus leuconotus Guérin-Méneville, 1843",Parus,leuconotus,"Guérin-Méneville, 1843",,
22711852,Melaniparus funereus,"Parus funereus (Verreaux & Verreaux, 1855)",Parus,funereus,"(Verreaux & Verreaux, 1855)",,
22711869,Melaniparus fringillinus,"Parus fringillinus Fischer & Reichenow, 1884",Parus,fringillinus,"Fischer & Reichenow, 1884",,
22711875,Melaniparus fasciiventer,"Parus fasciiventer Reichenow, 1893",Parus,fasciiventer,"Reichenow, 1893",,
22711881,Melaniparus thruppi,"Parus thruppi Shelley, 1885",Parus,thruppi,"Shelley, 1885",,
22711889,Melaniparus griseiventris,"Parus griseiventris Reichenow, 1882",Parus,griseiventris,"Reichenow, 1882",,
22711896,Melaniparus cinerascens,"Parus cinerascens Vieillot, 1818",Parus,cinerascens,"Vieillot, 1818",,
22711902,Melaniparus afer,"Parus afer Gmelin, 1789",Parus,afer,"Gmelin, 1789",,
22711934,Machlolophus spilonotus,"Parus spilonotus Bonaparte, 1850",Parus,spilonotus,"Bonaparte, 1850",,
22711939,Machlolophus holsti,"Parus holsti Seebohm, 1894",Parus,holsti,"Seebohm, 1894",,
22711969,Baeolophus wollweberi,"Parus wollweberi wollweberi Sibley and Monroe (1990, 1993)",Parus wollweberi,wollweberi,"Sibley and Monroe (1990, 1993)",,
22711969,Baeolophus wollweberi,Parus wollweberi wollweberi Stotz et al. (1996),Parus wollweberi,wollweberi,Stotz et al. (1996),,
22711983,Baeolophus bicolor,"Parus bicolor bicolor Sibley and Monroe (1990, 1993)",Parus bicolor,bicolor,"Sibley and Monroe (1990, 1993)",,
22712119,Orochelidon murina,"Notiochelidon murina (Cassin, 1853)",Notiochelidon,murina,"(Cassin, 1853)",,
22712131,Orochelidon flavipes,"Notiochelidon flavipes (Chapman, 1922)",Notiochelidon,flavipes,"(Chapman, 1922)",,
22712165,Cheramoeca leucosterna,Cheramoeca leucosternus leucosternus Christidis and Boles (1994),Cheramoeca leucosternus,leucosternus,Christidis and Boles (1994),,
22712165,Cheramoeca leucosterna,"Cheramoeca leucosternus leucosternus Sibley and Monroe (1990, 1993)",Cheramoeca leucosternus,leucosternus,"Sibley and Monroe (1990, 1993)",,
22712246,Ptyonoprogne concolor,"Hirundo concolor Sykes, 1832",Hirundo,concolor,"Sykes, 1832",,
22712342,Cecropis cucullata,"Hirundo cucullata Boddaert, 1783",Hirundo,cucullata,"Boddaert, 1783",,
22712365,Cecropis senegalensis,"Hirundo senegalensis Linnaeus, 1766",Hirundo,senegalensis,"Linnaeus, 1766",,
22712390,Petrochelidon perdita,"Hirundo perdita Fry & Smith, 1985",Hirundo,perdita,"Fry & Smith, 1985",,
22712398,Petrochelidon preussi,"Hirundo preussi (Reichenow, 1898)",Hirundo,preussi,"(Reichenow, 1898)",,
22712405,Petrochelidon rufigula,"Hirundo rufigula Barboza du Bocage, 1878",Hirundo,rufigula,"Barboza du Bocage, 1878",,
22712427,Petrochelidon pyrrhonota,Hirundo pyrrhonota,Hirundo pyrrhonota,,AERC TAC (2003),,
22712427,Petrochelidon pyrrhonota,"Hirundo pyrrhonota pyrrhonota Sibley and Monroe (1990, 1993)",Hirundo pyrrhonota,pyrrhonota,"Sibley and Monroe (1990, 1993)",,
22712441,Petrochelidon rufocollaris,"Hirundo rufocollaris rufocollaris Sibley and Monroe (1990, 1993)",Hirundo rufocollaris,rufocollaris,"Sibley and Monroe (1990, 1993)",,
22712441,Petrochelidon rufocollaris,Petrochelidon ruficollis,Petrochelidon ruficollis,,BirdLife International (2004),,
22712441,Petrochelidon rufocollaris,Petrochelidon ruficollis,Petrochelidon ruficollis,,Stotz et al. (1996),,
22712458,Petrochelidon fluvicola,"Hirundo fluvicola Blyth, 1855",Hirundo,fluvicola,"Blyth, 1855",,
22712463,Petrochelidon ariel,Petrochelidon ariel ariel Christidis and Boles (2008),Petrochelidon ariel,ariel,Christidis and Boles (2008),,
22712463,Petrochelidon ariel,"Hirundo ariel (Gould, 1843)",Hirundo,ariel,"(Gould, 1843)",,
22712496,Delichon nipalense,Delichon nipalensis,Delichon nipalensis,,BirdLife International (2004),,
22712496,Delichon nipalense,Delichon nipalensis,Delichon nipalensis,,"Sibley and Monroe (1990, 1993)",,
22712607,Alcurus striatus,"Pycnonotus striatus (Blyth, 1842)",Pycnonotus,striatus,"(Blyth, 1842)",,
22712610,Hemixos leucogrammicus,"Pycnonotus leucogrammicus (Müller, 1835)",Pycnonotus,leucogrammicus,"(Müller, 1835)",,
22712616,Microtarsus melanoleucos,"Pycnonotus melanoleucos (Eyton, 1839)",Pycnonotus,melanoleucos,"(Eyton, 1839)",,
22712619,Brachypodius priocephalus,"Pycnonotus priocephalus (Jerdon, 1839)",Pycnonotus,priocephalus,"(Jerdon, 1839)",,
103825842,Rubigula melanictera,"Pycnonotus melanicterus (Gmelin, 1789)",Pycnonotus,melanicterus,"(Gmelin, 1789)",,
22712628,Ixidia squamata,"Pycnonotus squamatus (Temminck, 1828)",Pycnonotus,squamatus,"(Temminck, 1828)",,
22712631,Ixidia cyaniventris,"Pycnonotus cyaniventris Blyth, 1842",Pycnonotus,cyaniventris,"Blyth, 1842",,
22712702,Euptilotus eutilotus,"Pycnonotus eutilotus (Jardine & Selby, 1837)",Pycnonotus,eutilotus,"(Jardine & Selby, 1837)",,
22712710,Poliolophus urostictus,"Pycnonotus urostictus (Salvadori, 1870)",Pycnonotus,urostictus,"(Salvadori, 1870)",,
22712747,Ixidia erythropthalmos,"Pycnonotus erythropthalmos (Hume, 1878)",Pycnonotus,erythropthalmos,"(Hume, 1878)",,
22712786,Eurillas curvirostris,"Andropadus curvirostris Cassin, 1860",Andropadus,curvirostris,"Cassin, 1860",,
22712791,Stelgidillas gracilirostris,"Andropadus gracilirostris Strickland, 1844",Andropadus,gracilirostris,"Strickland, 1844",,
22712804,Arizelocichla tephrolaema,"Andropadus tephrolaemus (Gray, 1862)",Andropadus,tephrolaemus,"(Gray, 1862)",,
22712985,Bernieria madagascariensis,"Phyllastrephus madagascariensis madagascariensis Sibley and Monroe (1990, 1993)",Phyllastrephus madagascariensis,madagascariensis,"Sibley and Monroe (1990, 1993)",,
22713039,Xanthomixis cinereiceps,Phyllastrephus cinereiceps ssp. cinereiceps — BirdLife International (2000),Phyllastrephus,cinereiceps,,subspecies,— BirdLife International (2000)
22713039,Xanthomixis cinereiceps,Phyllastrephus cinereiceps ssp. cinereiceps — Collar et al. (1994),Phyllastrephus,cinereiceps,,subspecies,— Collar et al. (1994)
22713039,Xanthomixis cinereiceps,Phyllastrephus cinereiceps ssp. cinereiceps —  Collar and Andrew (1988),Phyllastrephus,cinereiceps,,subspecies,—  Collar and Andrew (1988)
22713039,Xanthomixis cinereiceps,"Phyllastrephus cinereiceps ssp. cinereiceps — Sibley and Monroe (1990, 1993)",Phyllastrephus,cinereiceps,,subspecies,"— Sibley and Monroe (1990, 1993)"
22713039,Xanthomixis cinereiceps,"Bernieria cinereiceps (Sharpe, 1881)",Bernieria,cinereiceps,"(Sharpe, 1881)",,
22713056,Bleda syndactylus,Bleda syndactyla syndactyla BirdLife International (2004),Bleda syndactyla,syndactyla,BirdLife International (2004),,
22713056,Bleda syndactylus,Bleda syndactyla,Bleda syndactyla,,"Sibley and Monroe (1990, 1993)",,
22713056,Bleda syndactylus,Bleda syndactyla,Bleda syndactyla,,Dowsett and Forbes-Watson (1993),,
103838632,Hypsipetes affinis,"Thapsinillas affinis (Hombron &amp; Jacquinot, 1841)",Thapsinillas,affinis,"(Hombron &amp; Jacquinot, 1841)",,
22713170,Iole charlottae,"Iole olivacea Blyth, 1844",Iole,olivacea,"Blyth, 1844",,
22713173,Acritillas indica,"Iole indica (Jerdon, 1839)",Iole,indica,"(Jerdon, 1839)",,
22713176,Iole palawanensis,"Ixos palawanensis (Tweeddale, 1878)",Ixos,palawanensis,"(Tweeddale, 1878)",,
22713207,Ixos mcclellandii,"Hypsipetes mcclellandii Horsfield, 1840",Hypsipetes,mcclellandii,"Horsfield, 1840",,
22713250,Ixos nicobariensis,"Hypsipetes nicobariensis Moore, 1854",Hypsipetes,nicobariensis,"Moore, 1854",,
22713253,Hypsipetes thompsoni,"Hypsipetes thompsoni (Bingham, 1900)",Hypsipetes,thompsoni,"(Bingham, 1900)",,
22713253,Hypsipetes thompsoni,"Cerasophila thompsoni Bingham, 1900",Cerasophila,thompsoni,"Bingham, 1900",,
22713333,Cisticola chiniana,"Cisticola chinianus chinianus Sibley and Monroe (1990, 1993)",Cisticola chinianus,chinianus,"Sibley and Monroe (1990, 1993)",,
22713370,Cisticola subruficapilla,"Cisticola subruficapillus subruficapillus Sibley and Monroe (1990, 1993)",Cisticola subruficapillus,subruficapillus,"Sibley and Monroe (1990, 1993)",,
22713370,Cisticola subruficapilla,Cisticola subruficapillus subruficapillus Dowsett and Forbes-Watson (1993),Cisticola subruficapillus,subruficapillus,Dowsett and Forbes-Watson (1993),,
22713444,Cisticola fulvicapilla,"Cisticola fulvicapillus fulvicapillus Sibley and Monroe (1990, 1993)",Cisticola fulvicapillus,fulvicapillus,"Sibley and Monroe (1990, 1993)",,
22713459,Cisticola melanurus,"Cisticola melanurus ssp. melanura (Cabanis, 1882) — Dowsett and Forbes-Watson (1993)",Cisticola,melanurus,,subspecies,"(Cabanis, 1882) — Dowsett and Forbes-Watson (1993)"
22713459,Cisticola melanurus,"Cisticola melanura (Cabanis, 1882) — BirdLife International (2004)",Cisticola,melanura,"(Cabanis, 1882) — BirdLife International (2004)",,
22713459,Cisticola melanurus,"Cisticola melanura (Cabanis, 1882) — BirdLife International (2000)",Cisticola,melanura,"(Cabanis, 1882) — BirdLife International (2000)",,
22713459,Cisticola melanurus,"Apalis melanura Collar and Andrew (1988) ssp. melanura (Cabanis, 1882) — Collar and Andrew (1988)",Apalis,melanura,Collar and Andrew (1988),subspecies,"(Cabanis, 1882) — Collar and Andrew (1988)"
